"","speaker","title","msg"
"1","Operator",NA,"Good day, and welcome to the Q1 2022 Extra Space Storage, Inc. Earnings Conference Call. [Operator Instructions]

I would now like to hand the conference over to Jeff Norman, Senior Vice President, Capital Markets."
"2","Jeffrey Norman","Senior Vice President of Capital Markets at Extra Space Storage","Thank you, Ashley. Welcome to Extra Space Storage's First Quarter 2022 Earnings Call. In addition to our press release, we have furnished unaudited supplemental financial information on our website. Please remember that management's prepared remarks and answers to your questions may contain forward-looking statements as defined in the Private Securities Litigation Reform Act. Actual results could differ materially from those stated or implied by our forward-looking statements due to risks and uncertainties associated with the company's business. These forward-looking statements are qualified by the cautionary statements contained in the company's latest filings with the SEC, which we encourage our listeners to review. Forward-looking statements represent management's estimates as of today, May 4, 2022. The company assumes no obligation to revise or update any forward-looking statements because of changing market conditions or other circumstances after the date of this conference call.

I would now like to turn the call over to Joe Margolis, Chief Executive Officer."
"3","Joseph D. Margolis","Chief Executive Officer at Extra Space Storage","Thanks, Jeff, and thank you, everyone, for joining today's call. We are off to a great start in 2022. And Year-over-year same-store revenue growth in the quarter was 21.7%, a new all-time high for Extra Space, driving same-store NOI growth of 27.6%. This was achieved primarily through year-over-year rental rate growth, partially offset by a modest decrease in year-over-year occupancy. Industry fundamentals continue to be strong, operational performance has been exceptional in all markets, and we are well positioned for another strong summer leasing season. A few weeks ago, we met with over 220 of our third-party management and joint venture partners in Austin, Texas for a few days of company updates and industry news.

Most importantly, provided a forum to explore opportunities for Extra Space and our great partners to grow together. These partnerships and relationships continue to be an important part of our external growth strategy. as shown in our first quarter results. Like last year, most of our acquisition activity consisted of nonstabilized stores acquired from existing relationships. Total first quarter investment by Extra Space was ahead of our expectations at $229 million. We also closed $138 million in bridge loans and we added 37 additional stores grossed to our management platform. All of our various internal and external growth channels are working. We continue to find opportunities despite the competitive market and we have strong pipelines for each of these platforms. Our property NOI plus our external growth efforts resulted in core FFO growth of 34% which allowed our Board to increase our first quarter dividend to $1.50 a share; 20% over the previous quarter's dividend and 50% over the first quarter 2021 dividend. It continues to be a great time for the storage sector and particularly for Extra Space. All aspects of the machine are working really well and we are looking forward to a very successful 2022.

I'll now turn the time over to Scott."
"4","Scott Stubbs","Executive Vice President and Chief Financial Officer at Extra Space Storage","Thanks, Joe, and hello, everyone. As Joe mentioned, we had a great first quarter with our same-store performance and FFO both coming in above our expectations. Our outperformance relative to our guidance was driven by stronger property performance and higher-than-expected interest income. Our external growth in the quarter was capitalized by draws on our revolving lines of credit, and we issued $41 million in common stock as part of an acquisition. During the quarter, we termed out $400 million of revolving balances through our third public bond offering, further laddering our debt maturities and freeing up additional revolver capacity. Our balance sheet has never been stronger. Our unencumbered pool is now approximately $13 billion and our net debt-to-EBITDA is 4.4 times. We have access to many types of capital, and we have significant debt capacity to support future growth.

In addition to our first quarter results, we also updated our 2022 full year guidance. We've increased our same-store revenue and NOI forecast based on our first quarter outperformance and improved outlook heading into the summer leasing season. Same-store revenue guidance increased to 13% to 15%, driven primarily by rental rate growth. Same-store expense increases in the quarter were driven primarily by payroll, credit card fees and snow removal. As a result, we have increased our expense guidance to 6.5% to 8% for the full year. Our revenue and expense guidance results in a same-store NOI growth range of 15% to 18%. As Joe mentioned, acquisition activity in the sector remains elevated, and we are ahead of our original guidance for both year-end closings as well as our full year pipeline. While still competitive, it appears that the number of bidders pursuing any given deal is lower, potentially due to the increasing interest rates.

As a result, our capture rate has improved, especially on nonstabilized one-off stores. We expect to continue to acquire through joint venture partnerships and we have increased our 2022 guidance to $800 million in Extra Space investment. We also expect higher bridge loan activity, and we have increased guidance to $150 million in retained new balances in 2022. We've increased our interest income guidance by approximately $7 million since our preferred investment in NexPoint remains in place and due to higher bridge loan volume and interest rates. Due to the increase in interest rates as well as higher acquisition volume, we've increased our interest expense guidance by $13 million at the midpoint. The sum of these adjustments results in an increase in core FFO, which is now estimated to be between $8.05 and $8.30 per share. We anticipate $0.20 of dilution from value-add acquisitions and C of O stores, down $0.03 from our original guidance due to stronger-than-expected performance at these properties. We're having a great year, and we look forward to another great leasing season.

And with that, operator, let's open it up for questions."
"5","Operator",NA,"[Operator Instructions] Your first question comes from the line of Jeff Spector with Bank of America."
"6","Jeff Spector","Analyst at Bank of America","Hi, good afternoon and congratulations on the quarter. I know, Joe, I consider you to be conservative and your opening remarks, I feel like, were maybe the most positive opening remarks I've heard in all these years. I guess what's the -- if there was a number 1 or number 2 big surprise versus what you were thinking last year, how would you describe the environment? I guess, what's turned more positive in your view? Or what's been the upside surprise?"
"7","Joseph D. Margolis","Chief Executive Officer at Extra Space Storage","Thanks, Jeff. I appreciate the comment. I think the customer has behaved differently than we projected when we did our initial guidance, both in terms of elongated lengths of stay and the move-out rate in response to ECRI to existing customer rate increase notices. Both of those things have been better than expected and helped us both achieved better than predicted results and increase our forecast for the entire year."
"8","Jeff Spector","Analyst at Bank of America","Great. And then just to confirm, I guess, if you can characterize the customer, I mean, I think the number sum it up. But -- so I assume at this point, I think the comment was all the regions or markets are performing well sort of confirm you're not seeing pushback on the rental increases you're sending out, including, I guess, at this point through April?"
"9","Joseph D. Margolis","Chief Executive Officer at Extra Space Storage","So I wouldn't say we're not seeing pushback from the rental rates we're sending out. Our vacate activity in response to rate increases is probably double of what it normally is. But demand is so strong and our ability to backfill those tenants is consistent across the country that it hasn't affected us in terms of results, in terms of performance."
"10","Jeff Spector","Analyst at Bank of America","Great, thank you."
"11","Operator",NA,"Your next question comes from Michael Goldsmith of UBS."
"12","Michael Goldsmith","Analyst at UBS Group","Good afternoon, thanks for taking my question. Sticking with the topic of ECRIs, relative to your peers, I think your occupancy took a little bit more of a hit, but you saw your rent growth accelerate further. So I guess the question is, did you push harder on ECRI than you had in the past? And then -- which is generating the greater revenue growth. And then as you think of kind of as you head into this period with tougher comparisons, does that change how hard you can push on the ECRIs?"
"13","Joseph D. Margolis","Chief Executive Officer at Extra Space Storage","So we're in a unusual, unprecedented situation where we've had several years where we've been restricted in many, many jurisdictions from how much we can increase rates and how much we can -- both to existing customers and to new customers. The last two of those restrictions in California were just lifted in February. So we had a greater gap between what many customers were paying and what the market price for our product was. And we tried to make progress towards closing that gap. In the future, I don't expect that gap to be as large and consequently, ECRIs won't be as large."
