"","speaker","title","msg"
"1","Operator",NA,"Good day and thank you for standing by. Welcome to the A. O. Smith First Q2 2023. [Operator Instructions].

Without further adieu, I will hand the conference over to your speaker today, Helen Gurholt. Helen, please go ahead."
"2","Helen Gurholt","Vice President, Investor Relations and Financial Planning and Analysis at A. O. Smith","Thank you, Eric, and good morning, everyone. And welcome to the A. O. Smith second quarter conference call. I am Helen Gurholt, Vice President, Investor Relations and Financial Planning and Analysis. Joining me today are Kevin Wheeler, Chairman and Chief Executive Officer; and Chuck Lauber, Chief Financial Officer.

In order to provide improved transparency into the operating results of our business, we provide non-GAAP measures. Free cash flow is defined as cash from operations less capital expenditures.

Adjusted earnings, adjusted earnings per share, adjusted segment earnings and adjusted corporate expenses exclude the impact of impairment charges, non-operating non-cash pension income and expenses, as well as legal judgment income and terminated acquisition-related expenses. We also provide total segment earnings. Reconciliations from GAAP measures to non-GAAP measures are provided in the appendix at the end of this presentation and on our website.

A friendly reminder that some of our comments and answers during this conference call will be forward-looking statements, that are subject to risks that could cause actual results to be materially different. Those risks include matters that we described in this morning's press release among others. Also, as a courtesy to others in the question queue, please limit yourself to one question and one follow-up per turn. If you have multiple questions, please rejoin the queue. We will be using slides as we move through today's call. You can access them on our website at investor.aosmith.com.

I will now turn the call over to Kevin to begin our prepared remarks. Please turn to the next slide."
"3","Kevin Wheeler","Chairman and CEO at A. O. Smith","Thank you, Helen, and good morning, everyone. I am on slide four and we will review a few highlights of our second quarter results. Our team delivered record adjusted EPS of a $1.1 in the second quarter, driven by strong performance in our operating segment. We saw margin expansion in our North America segment primarily due to more favorable price/cost relationship as well as robust demand for our commercial and residential water heaters.

Our Rest of World segment delivered improved performance in the second quarter, even as headwinds in the economy and currency exchange continue in China. Both China and India delivered sales growth of 15% local currency in the second quarter.

Please turn to slide five. North America water heater sales decreased 2% in the second quarter of 2023. As higher volumes were offset by lower pricing, we saw continued resilience in residential water heater demand and year-over-year improvement in our commercial water heater business. Our North-America boiler sales declined 13% in the second quarter, compared to a tough comp last year. As lower volumes more than offset the benefits from pricing.

Channel inventory levels of residential and light commercial boilers remain elevated in the quarter, as a warmer than normal winter resulted in lower industry demand. We believe channel inventory levels are approaching normal levels at the end of the quarter. Demand for our custom commercial high-efficiency condensing boilers, particularly our Hellcat CREST boilers with O2 sensing technology were steady in the quarter and continue to gain traction in the market.

North-America water treatment sales were down 2% in the second quarter of 2023, compared to another tough comp in 2022. As pricing and strong e-commerce sales were offset by lower sales in our Specialty Wholesale and dealer channels. Sales in the first half of 2022 benefited from strong shipments as supply chain constraints improved and we worked out our order backlog. I am particularly pleased with the margin improvement we have seen this quarter in our North America water treatment business.

In China, second quarter sales increased 15% in local currency compared to the second quarter of 2022, which was negatively impacted by COVID-19 related shutdowns. Demand continued to improve for our products, particularly for residential and commercial water treatment products. Sales of water treatment consumables were particularly strong in the quarter. We also saw favorable mix in our water treatment and electric water heater product categories this quarter. As recently launched products continue to be well received by the market.

I am now on slide six. According to our recent national consumer survey nearly 9 out of 10 Americans have concerns about micro-plastics in their drinking water. Reducing plastic pollution has long been a priority for our North America water treatment business. Our North America water treatment products filter enough water to potentially eliminate over one billion single use plastic bottles per year. I am pleased to announce that all of our countertop and under sink water filters are now independently certified to remove up to 99.6% of micro-plastics, in addition to over 70 other contaminants, including P5 and pesticides. We remain committed to leading the charge in identifying and becoming certified to remove harmful contaminants as they emerge.

I will now turn the call over to Chuck, who will provide more details on our second quarter performance."
"4","Chuck Lauber","Chief Financial Officer at A. O. Smith","Thank you, Kevin, and good morning, everyone.

I am on slide seven. Second quarter sales in the North America segment were $722 million, a 3% decline from the same period last year. The decrease is primarily driven by higher commercial and residential water heater volumes that were more than offset by lower boiler sales and pricing. Lower volumes contributed to approximately one-half of the organic growth decline. North America adjusted segment earnings of $194 million increased 19% compared with the second quarter of 2022.

Adjusted operating margin of 26.9% improved 510 basis points from the segment adjusted operating margin in the second quarter of last year. The higher segment earnings and operating margins were primarily due to lower steel costs and higher volumes of commercial and residential water heaters, partially offset by lower boiler volumes.

Moving to slide eight. Rest of the World segment sales of $244 million increased 6% year-over-year, and 12% on a constant currency basis. Currency translation unfavorably impacted segment sales by approximately $14 million. Our sales increase was primarily driven by higher consumer demand and favorable mix in China particularly for residential and commercial water treatment products. India sales grew 15% in local currency in the second quarter compared to last year. Rest of the World segment earnings of $28 million increased 56% compared to segment earnings in 2022. Segment operating margin was 11.6%, an increase of 370 basis points compared to the second quarter of last year. Primarily as a result of higher volumes of water treatment products and positive mix.

Please turn to slide nine. We generated free cash flow of $236 million in the first half of 2023, higher than the first half of 2022 due to higher earnings and lower working capital cash outlays, primarily related to lower inventory levels and lower 2022 incentive payments paid in 2023. Our cash balance totaled $410 million at the end of June, and our net cash position was $204 million. Our leverage ratio was 9.8% as measured by total debt to total capital. Our strong annual free cash flow and solid balance sheet enable us to focus on capital allocation priorities and return of cash to shareholders. Earlier this month, our Board approved our next quarterly dividend of $0.30 per share. We repurchased approximately 175,000 shares of common stock in the first half 2023 for a total of $70 million. We are committed to repurchasing $300 million of our shares for the full year of 2023.

Now I will turn to slide 10. In addition to returning capital to shareholders, we continue to see opportunities for organic growth driven by innovation and new product development across all of our product lines and geographies. We believe that our technology leadership and culture of innovation puts us in a strong position to capitalize on the megatrends of decarbonization and sustainability. The strength of our balance sheet also allows us to pursue strategic acquisitions as we grow organically.

Please turn to slide 11. In our revised 2023 earnings guidance and outlook, we have increased our 2023 outlook with an expected adjusted EPS range of $3.45 and $3.60 per share. The midpoint of our adjusted EPS range represents an increase of 12% compared with 2022 adjusted EPS. Our outlook is based on a number of key assumptions including, our outlook assumes relatively stable supply chain with limited disruption. We remain in close contact with our suppliers and logistics providers to manage and resolve supply chain issues as they arise.

We have increased our North America full year margin guidance to a range of between 24% and 24.25% based on our full year outlook, volumes and price cost relationship. We will have higher steel costs in the back half of the year, which will put some pressure on North American margins. We forecast that steel costs in the second half of the year will be approximately 20% higher than the first half of the year. Our guidance assumes that other costs outside steel remain at current levels.

Our Rest of the World margin guidance of approximately 10% remains unchanged. We expect to generate free cash flow of between $550 million and $600 million. For the year capex should be between $70 million and $75 million. Corporate and other expenses are expected to be approximately $55 million. Our effective tax rate is estimated to be approximately 24% and we expect to repurchase approximately $300 million of shares of our stock resulting in an average outstanding diluted shares of $151 million at the end of 2023.

I will now turn the call back over to Kevin who will provide more color on our key markets and topline growth outlook for 2023, all staying on slide 11. Kevin?"
"5","Kevin Wheeler","Chairman and CEO at A. O. Smith","Thank you, Chuck. We revised our 2023 sales projection to be a range of flat up 2% compared with 2022, which includes the following assumptions. Residential water heater demand was resilient in the first half of the year therefore we project 2023 residential water heater industry volumes to be flat up 2% compared to last year. We continue to monitor proactive replacement and new housing completions, both of which remained strong.

Demand for commercial electric water heaters greater than 55 gallons was strong in the first half of the year, which leads us to raise our guidance for commercial water heater industry volumes to increase mid teens compared to 2022. We maintain our guidance that our sales in China will grow 3% to 5% in local currency in 2023. We believe it will take time for consumer confidence to strength and the economy to improve in China. Our forecast assumes that the Chinese currency will devalue approximately 5% in 2023 compared to 2022.

We have decreased our outlook for our boiler business from being up mid single digits to being down high single digits compared to last year. Last year our boiler business grew 28% compared to 2021, partially driven by our backlog reduction during the year. We believe channel inventory levels of residential and light commercial boilers elevated coming into 2023. The mild winter and warm spring resulted in lower demand coming out of the heating season, which slowed channel inventory reduction efforts. Orders for our energy efficient custom commercial condensing boilers remained steady. Our outlook for North America, water treatment sales growth of 5% to 7% for 2023 has not changed. We project that our sales in India will grow 15% compared to last year.

Please turn to slide 12. We are very pleased with our performance in the first half of 2023. Demand for our commercial water heaters was strong. We saw resilient demand for our residential water heaters as new housing completions and proactive replacement remain robust. Our second quarter 2023 North America adjusted operating margin of 26.9% was driven by improved price cost relationship and will lead to a full year margin improvement even as our steel costs rise in the second half of the year. Our China business performed well in a weak economy in the second quarter with sales growth of 15% and operating margins of over 12%. Market leading products such as our high flow and hot water purifiers as well as dual tank electric water heaters led to a positive mix in the quarter. India continues to outperform the industry as our innovative new products drive market share gains.

As a final note, the US Department of Energy has recently issued its proposal to raise the minimum energy efficient standards for residential water heaters that is targeted to be effective in 2029. As we review the DOE's proposal, we continue to dialog with the DOE and other industry participants to offer guidance from our unique market leadership perspective to ensure the final proposal considers all factors that may impact consumers, including affordability, installation challenges, market adoption and consumer awareness as well as state and local electrification regulations.

As a leader in energy efficient water heater solutions, we believe A. O. Smith is well positioned to deliver a broad range of products that will meet or exceed the DOE requirements. And finally, our focus remains on meeting the needs of our customers as we continue to execute key strategic objectives to advance our position as a global water technology leader.

With that, we conclude our prepared remarks and we are now available for your questions."
"6","Operator",NA,"Thank you. [Operator Instructions].

Our first question comes from the line of Matt Summerville of D.A. Davidson & Co. Matt, your line is now open, please go ahead."
"7","Matt Summerville","Analyst at D.A. Davidson & Co.","Thanks. Good morning. A couple of questions. As we think about kind of first half, second half margin cadence in North America, how should we be thinking about how much margin compression is going to come from steel versus maybe some of the mix headwinds you might have given the change in your boiler outlook for North America and then I have a follow."
"8","Chuck Lauber","Chief Financial Officer at A. O. Smith","Good morning Matt, this is Chuck. So when you kind of look at the front half, back half I think of it in terms of three buckets, right so you have got the price cost relationship compressed a bit by steel costs being up about 20%, that is probably the largest piece of the delta between first half and second half. Also the way the year is setting up on residential water heating, we have got the first half, and this is fairly typical, but maybe a little stronger than normal of residential water heating of about 52.5% to 53% of the year and it is 47% to 47.5% in the back half. So there is a little bit of pressure on that because of the decremented some volume on the residential side. And then the smallest piece, I would say is kind of related to boilers in the mix, a little bit less mix on the higher end commercial boilers."
"9","Matt Summerville","Analyst at D.A. Davidson & Co.","Got it and then as a follow-up, just with respect to China, can you talk about the sustainability of water treatment demand there that you talked in the second quarter, perhaps maybe why the water heater business may be lagging a bit and maybe also comment on sell-in versus sell-through and inventory levels overall in China. Thank you."
"10","Kevin Wheeler","Chairman and CEO at A. O. Smith","That was quite a question there [Voice Overlap] with four of them in there, but let me just take the -- the sell-out -- sell-out was good, it was it was double digits. We saw solid improved in each of the months, and so that was a positive trend. Inventories are between 1% and 2%."
