"","speaker","title","msg"
"1","Operator",NA,"Welcome to the Second Quarter 2023 Arista Networks Financial Results Earnings Conference Call. During the call, all participants will be in a listen-only mode. After the presentation, we will conduct a question-and-answer session. Instructions will be provided at that time. [Operator Instructions] As a reminder, this conference is being recorded and will be available for replay from the Investor Relations section at the Arista website following this call.

Ms. Liz Stine, Arista's Director of Investor Relations, you may begin."
"2","Liz Stine","Director, Investor Relations at Arista Networks","Thank you, operator. Good afternoon, everyone, and thank you for joining us. With me on today's call are Jayshree Ullal, Arista Networks' President and Chief Executive Officer; and Ita Brennan, Arista's Chief Financial Officer. This afternoon, Arista Networks issued a press release announcing the results for its fiscal second quarter ending June 30, 2023. If you would like a copy of the release, you can access it online at our website. During the course of this conference, Arista Networks' management will make forward-looking statements, including those relating to our financial outlook for the third quarter of the 2023 fiscal year, longer-term financial outlooks for 2023 and beyond, our total addressable market and strategy for addressing these market opportunities, including AI, customer demand trends, supply chain constraints, component costs, manufacturing output, inventory management, and inflationary pressures on our business, lead times, product innovation, working capital optimization, and the benefits of acquisitions, which are subject to the risks and uncertainties that we discuss in detail in our documents filed with the SEC, specifically, in our most recent Form 10-Q and Form 10-K and which could cause actual results to differ materially from those anticipated by these statements. These forward-looking statements apply as of today, and you should not rely on them as representing our views in the future. We undertake no obligation to update these statements after this call.

Also, please note that certain financial measures we use on this call are expressed on a non-GAAP basis and have been adjusted to exclude certain charges. We have provided reconciliations of these non-GAAP financial measures to GAAP financial measures in our earnings press release.

With that, I will turn the call over to Jayshree."
"3","Jayshree V. Ullal","President and Chief Executive Officer at Arista Networks","Thank you, Liz, and happy lasy day in July, everyone. We delivered revenues of $1.46 billion for the quarter with a non-GAAP earnings per share of $1.58. Services and software support renewals contributed approximately 15.2% of revenue. Our non-GAAP gross margins of 61.3% was influenced by improving supply chain overhead and higher enterprise contribution. We do expect gross margins to consistently improve every quarter this year and stabilize in 2024. International contribution registered at 21% with the Americas at 79%.

As we surpassed 75 million cumulative cloud networking ports, we are experiencing three refresh cycles with our customers: 100 gigabit migration in the enterprises; 200 gigabit and 400 gigabit migration in the cloud; and 400 gigabits, going to 800 gigabits for AI workloads. During the past couple of years, we have enjoyed significant increase in cloud capex to support our cloud titan customers for the ever-growing needs, tech refresh, and expanded offerings. Each customer brings a different business and mix of AI networking and classic cloud networking for their compute and storage cluster. One specific cloud titan customer has signaled a slowdown in capex from previously elevated levels. Therefore, we expect near-term cloud titan demand to moderate with spend favoring their AI investments. We do project, however, that we will grow in excess of 30% annually versus our prior Analyst Day forecast of 25% in 2023.

The AI opportunity is exciting. As our largest cloud customers review their classic cloud and AI networking plans, Arista is adapting to these changes, thereby doubling down on our investments in AI. Arista is a proud founding member of the Ultra Ethernet Consortium that one ambition to build open, multi-vendor AI networking at scale based on proven Ethernet and IP.

There are a lot of software and EOS considerations for AI. AI traffic and performance demands are different as it comprises of a small number of synchronized high-banded flows, making them prone to collisions that slowed down the job completion time of AI clusters. As we connect thousands of GPUs generating billions of parameters for petascale cloud flusters, Arista's EOS capabilities must also scale along with our AI spine and leaf platforms to achieve that consistent performance and throughput. Arista has been developing EOS features such as intelligent load balancing and advanced analyzers to report and rebalance those that can achieve predictable performance. Customers can now pick and choose programmable packet header [Technical Issues] but better entropy and efficient load balancing of the AI workloads. Network visibility is also important in the training phase for large data sets to improve the accuracy of large language models. Arista's new AI analyzer monitors and reports traffic counters at microsecond-level windows to detect and address microbursts.

Our AI strategy and platforms are resonating well with our early customers. Presently intent 2023, we are in the middle of trials for back-end AI networks, leading to pilots in 2024. We expect larger clusters and production deployments in 2025 and beyond. In the decade ahead, AI networking will become an extension of cloud networking to form a cohesive and seamless front-end and back-end network. In the non-cloud enterprise category, we continue to experience good momentum in both data center and campus. Let me illustrate with a few customer wins.

The first is an international new transportation win where the customer was seeking to modernize their legacy campus. Their endpoints included large and small campus locations, internal communication devices, various IoTs, CCTV, display boards, and much more. The customer mandated a fully automated workflow. Arista presented a highly optimized best-of-class cognitive campus. With Arista's single binary EOS image across all campus platforms, complete with the universal API and built-in automation features, the customer was set on a path to continued campus modernization.

The next enterprise win involves both data center and campus with advanced EVPN L3 VPN over VXLAN routing architectures instead of the traditional Layer 2 extension. Distributed AVA sensors were strategically positioned within the network to capture and analyze traffic at critical points. This zero-trust approach emphasizes threat mitigation throughout the network as opposed to relying solely on silos security. The integration of real-time streaming telemetry and visibility capabilities proved to be paramount in obtaining this operational acceptance.

The final win was in a large public sector connecting redundant data centers to hundreds of campus locations with a large routing environment. We were challenged with complex MPLS routing that was hard to operate across the WAN and campus network. An upgrade of any magnitude implied several million dollars impacting change controls to touch on all their sites. Arista demonstrated that the customer could use a single sign for both LAN and WAN to dramatically simplify and automate the whole environment within 30 days. This 80% reduction in total cost of ownership was made possible with Arista's modern cloud operating model. You can see a recurring theme here across all of these customer wins which is the power of our platform innovation, quality, and support with a low TCO and a single CloudVision and EOS software stack. Arista is diversifying its business to transform the enterprise to a modern network operating model.

Before I hand to Ita, I would like to share with you that Ita is planning to retire sometime next year, in 2024. She has had a stellar career at Arista as our Chief Financial Officer. Ita has been our business partner and friend for the past eight years. She has displayed the Arista way, always prioritizing our customers, employees, and shareholders. Ita has demonstrated and delivered both growth and profitability with a very, very small G&A investment, often only 1.5% of revenue. These type of pristine financials are so rare in a fast-growing tech company and only possible with a shared vision between the CFO and CEO.

Ita, thank you for your steady leadership and contribution. Undoubtedly, we will miss you next year when you retire. Over to you for financial metrics."
"4","Ita Brennan","Chief Financial Officer at Arista Networks","Thanks, Jayshree. It had been amazing experience working with you and the whole Arista team over the last eight years. Now back to the numbers. Since announcement of our Q2 results and our guidance for Q3 is based on non-GAAP and excludes all non-cash stock-based compensation impacts, certain acquisition-related charges, and other nonrecurring items. A full reconciliation of our selected GAAP to non-GAAP results are provided in our earnings release. Total revenues in Q2 were $1.46 billion, up 38.7% year-over-year, well-above the upper end of our guidance of $1.35 billion to $1.4 billion. Services and subscription software contributed approximately 15.2% of revenue in the quarter, up from 14.9% in Q1. International revenues for the quarter came in at $304.4 million, or 20.9% of total revenue, up from 17.5% last quarter. This quarter-over-quarter increase largely reflected a healthy contribution from our enterprise customers in EMEA and APAC and some reduction in domestic shipments for our cloud titan customers which were unusually robust in the prior quarter. Overall gross margin in Q2 was 61.3%, in line with our guidance of approximately 61%, and up from 60.3% last quarter.

We continue to see incremental improvements in gross margin quarter-over-quarter growth, with higher enterprise shipments and better supply chain costs, somewhat offset by the need for some additional inventory reserves as customers refine their forecasted product mix. Operating expenses for the quarter were $287.3 million or 19.7% of revenue, up from last quarter at $257.5 million. R&D spending came in at $188.5 million, or 12.9% of revenue, up from $164.8 million last quarter. This primarily reflected increased headcount and higher new product introduction costs in the period. Share of the marketing expense was $79.6 million, or 5.5% of revenue, compared to $75.9 million last quarter with increased headcount and product introduction costs. Our G&A costs came in at $19.1 million, or 1.3% of revenue, consistent with last quarter. Our operating income for the quarter was $606.5 million, or 41.6% of revenue. Other income and expense in the quarter was a favorable $31.6 million and our effective tax rate was 21.4%. This resulted in net income for the quarter of $501.2 million, or 34.4% of revenue. Our diluted share number was 316.5 million shares, resulting in a diluted earnings per share number for the quarter of $1.58, up 46% from the prior year.

Now turning to the balance sheet. Cash, cash equivalents and investments ended the quarter at approximately $3.7 billion. In the quarter, we repurchased $30 million of our common stock at an average price of $137.2 per share. We have now repurchased $855.5 million, or 8 million shares, at an average price of $107 per share under our current $1 billion board authorization. This leaves $145 million available for repurchase in future quarters. The actual timing and amount of future repurchases will be dependent on market and business conditions, stock price, and other factors.

Now turning to operating cash performance in the second quarter. We generated approximately $434.1 million of cash from operations in the period, reflecting strong earnings performance, partially offset by ongoing investments in working capital. DSOs came in at 49 days, down from 57 days in Q1, reflecting strong collections quarter with good linearity of billings. Inventory turns were 1.2 times, down from 1.3 last quarter. Inventory increased to $1.9 billion in the corner, up from $1.7 billion in the prior period, reflecting the receipt of components from our purchase commitments and an increase in switch-related finished goods. Our purchase commitments at the end of the quarter were $2.2 billion, down from $2.9 billion at the end of Q1. We expect this number to continue to decline in future quarters as component lead times improve and we work to optimize our supply position. Our total deferred revenue balance was $1.085 billion, down from $1.092 billion in Q1. The majority of the deferred revenue balance and services are related and directly linked to the timing and term of service contracts, which can vary on a quarter-by-quarter basis. Our product deferred revenue balance declined approximately $33 million from last quarter. Accounts payable days were 57 days, up from 55 days in Q1, reflecting the timing of inventory receipts and payments. Capital expenditures for the quarter were $11.6 million.

Now turning to our outlook for the third quarter and beyond. To recap, global supply chain disruptions over the last couple of years necessitated, elongated planning horizons and customer demand signals. The [Indecipherable] results are true. Improving lead times are now driving shorter planning horizons and demand signals, delaying when customers needs to place new orders. This is particularly true of our cloud titan customers, who following a year of elevated repurchases, was now rapidly changing technology road maps and the priorities before providing visibility into future demand later in the year.

On the supply side, we expect to continue to ship against previously committed deployment plans for some time, targeting supply improvements where most needed, but also careful not to create redundant customer inventory. In spite of the return to shorter lead times and reduced visibility, we are executing well, with gradual incremental improvements to our 2023 outlook which now calls for year-over-year growth in excess of 30%. On the gross margin front, we expect continued progress through the end of the year, reflecting supply chain and manufacturing benefits, while maintaining a reasonably healthy cloud contribution.

Now turning to spending and investments. We continue to monitor the overall macro environment carefully, and we're going to prioritize our investments as we move through the year. This will include a focus on targeted hires in R&D and go-to-market as the team sees the opportunity to add talent. On the cash front, while we'll continue to focus on supply chain and working capital optimization, you should expect some continued growth in inventory through the end of the year. Also as a reminder, our 2023 tax payments have been deferred to October and will represent a significant use of cash in that quarter. Although all of this is a backdrop, our guidance for the third quarter [Technical Issues] a non-GAAP result and excludes any non-cash stock-based compensation impacts and other nonrecurring items is as follows: Revenues of approximately $1.45 billion to 1.5 billionl, gross margin of approximately 62%, operating margin at approximately 41%. Our effective tax rate is expected to be approximately 21.5%, with diluted shares of approximately 318 million shares.

I will now turn the call back to Liz. Liz?"
"5","Liz Stine","Director, Investor Relations at Arista Networks","Thank you, Ita. We will now move to the Q&A portion of the Arista earnings call. To allow for greater participation, I'd like to request that everyone please limit themselves to a single question. Thank you for your understanding. Operator, take it away."
"6","Operator",NA,"Thank you. We will now begin the Q&A portion of the Arista earnings call. [Operator Instructions] Your first question comes from the line of William Ng with Goldman Sachs."
"7","Michael Ng","Analyst at The Goldman Sachs Group","Hey, this is Mike Ng from Goldman Sachs. Thanks for the question. I was just wondering if you could talk a little bit more about the outlook for in excess of 30% year-over-year growth this year on revenue. What's gotten better relative to last earnings call? If you could talk about it in the context of cloud titans versus enterprise, that would be helpful. I'm just trying to reconcile the revenue upgrade versus the commentary about near-term cloud titan growth moderating. Thank you."
"8","Jayshree V. Ullal","President and Chief Executive Officer at Arista Networks","Yeah. Thanks, Mike. I think it's pretty clear that from quarter-over-quarter, our enterprise momentum continues to get stronger and better, and our cloud is strong. However, it's got two components now. There is the classic cloud networking and then the AI. So, we're reconciling how we double down more on AI, which we are feeling stronger and stronger about. And even on the cloud, you know that the last two years have just been out of this world and phenomenal. So, while it's moderating, it's still pretty good."
"9","Liz Stine","Director, Investor Relations at Arista Networks","Thanks, Mike."
"10","Michael Ng","Analyst at The Goldman Sachs Group","Thanks, Jayshree."
