"","speaker","title","msg"
"1","Operator",NA,"Hello, and welcome to the DXC Technologies Q1 Earnings Call. [Operator Instructions]

I now turn the conference over to John Sweeney, VP of Investor Relations. Please go ahead."
"2","John Sweeney","Vice President of Investor Relations at DXC Technology","Thank you. Good afternoon, everybody. I'm pleased that you're joining us for DXC Technology's First Quarter Fiscal Year 2024 Earnings Call. Our speakers on the call today will be Mike Salvino, our Chairman, President and CEO; and Rob Del Bene, our EVP and CFO. This call is being webcast at DXC's Investor Relations website, and the webcast includes slides that will accompany this discussion today. Today's presentation includes certain non-GAAP financial measures, which we believe provide useful information to our investors. In accordance with the SEC rules, we provide a reconciliation of these measures to their respective and most directly comparable GAAP measures. The reconciliations can be found in the tables included in today's earnings release and in the webcast slide. Certain comments we make on the call will be forward-looking. These statements are subject to known risks and uncertainties, which could cause actual results to differ materially from those expressed on the call.

A discussion of these risks and uncertainties is included in our quarterly report on Form 10-Q and other SEC filings. I'd now like to remind our listeners that DXC Technology assumes no obligation to update the information presented on this call except as required by law.

And with that, I'd like to introduce DXC Technology's Chairman, President and CEO, Mike Salvino. Mike?"
"3","Mike Salvino","Chairman, President & Chief Executive Officer at DXC Technology","Thanks, John, and I appreciate everyone joining the call today, and I hope you and your families are doing well. Today's agenda will begin with an update on our overall business performance. Next, I will update you on the performance of our GBS and GIS businesses. Rob will then discuss our financial results in detail, provide his perspective on DSC and his focus moving forward and then discuss our updated guidance. And finally, I will provide some closing remarks before opening the call up for questions.

Before I get into the results of Q1, I want to give you some context. We are taking the right steps to shape DXC into a company that consistently delivers revenue growth and expanded margins, EPS and free cash flow. We are doing this by focusing on our high-value growth business of GBS and fixing the historical challenges of our GIS business, along with changing the revenue mix so that GBS represents the majority of our revenue.

As we began FY '24, we saw resiliency in our business because in FY '23, we delivered 4 quarters of revenue stability and a slowing IT market. Also, we thought customer demand for our work would stay at the buying levels we saw in late FY '23 because the work we do is essential to our customers' operations. Currently, we are seeing customer demand for hardware PCs and network devices, along with some project work, either stopped or delayed to the second half of the year at a higher rate than we anticipated. You will see that the resiliency in our GBS business held up. GBS performed as we had planned and delivered solid growth. In contrast, the GIS did not show the resiliency that we had hoped. Although this is not great news, I would like to point out that a major piece of the revenue shortfall was resale revenue, which is low margin, and we have conscientiously reduced over the last few years to limit our dependency on this type of revenue. We have made measurable improvements this quarter to proactively change our organization to be more competitive in this market environment. We have changed how DXC engages with the market by moving to an offering-led operating model. The offering-led operating model moves us from a regional model where leaders were generalists concerning offerings to a global operating model where the leaders are experts and focused 100% on growing revenue and margin for their offerings. This model increases our customer coverage and assures we bring the right skills to our customers to deliver and win new work. As I mentioned last quarter, our analytics and engineering and insurance offerings were early adopters of this model, and they are consistently our highest revenue growth offerings.

Our intent is to get this model to work for the other 4 offerings. Now let me discuss our Q1 results and the performance of our GBS and GIS businesses. Organic revenue growth was minus 3.6%, which is about $75 million lower than the midpoint of our guidance range. Our EBIT margin was 6.5%, the lower-than-expected margin was a result of us needing to fine-tune our new operating model to better manage supply and demand. Our free cash flow was better than expected due to our strong execution around our working capital management. Non-GAAP EPS was $0.63. And finally, after having a strong second half book-to-bill for FY '23, we delivered a book-to-bill of 0.89 as we continue to replenish our pipeline, our trailing 12-month book-to-bill is now 1.03.

Now turning to our GBS business. The GBS business grew 3.3% in Q1. We look at GBS as a flywheel for DXC that provides sustainable growth at double-digit margins. It has now grown 9 consecutive quarters. Also, GBS is 49.4% of our overall revenue. It is still early days, but we've seen the ability to sell new GBS work to long-standing GIS customers, and scaling this will provide a source of upside revenue to our GBS business. Our GBS offerings are all uniquely positioned in their respective markets. Analytics and engineering is well positioned due to our engineering talent. Our skilled team does not just write code, but they bring the code together in engineering solutions to make things work better. A great example are the solutions we've developed for the dashboards in the cars of BMW and Mercedes. Our insurance offering is the world's largest provider of insurance software and BPS solutions, working with 18 of the top 20 global insurers.

Our unique position is we run the platform for Lloyd's of London. This platform brings together brokers and writers to create insurance policies for the European market. We are currently using our custom application team to modernize this important platform, which we believe will be another source of revenue growth. Along with our custom application skills, we have unique capabilities with enterprise application providers like ServiceNow. We run one of the largest instances of the ServiceNow product and we have used our custom application team to embed ServiceNow into PlatformX, which is our AI tool that monitors and fixes the IT estates of many of our GIS customers.

Moving now to our GIS business. As I mentioned, we did not make the progress we had hoped in GIS, and it declined 9.9%. Let me give you a quick performance recap of our 3 GIS offerings. Our security offering grew -- this offering provides security strategies and valuable resources to both proactively and reactively help our customers protect themselves against security threats. Cloud ITO experienced the largest decline. Chris Drumgul, our former COO, and I are working closely together to fix our dependency on underutilized data centers we own, develop a solid pipeline and path to move work to the cloud. and use our unique position in the ITO market to take market share from our competitors and improved economics. An example of us taking market share at better economics was our recently announced AT&T deal, where we will be providing securely managed server, storage, enterprise backup and maintenance services to AT&T.

After 3 quarters of consistent revenue in FY '23, Modern Workplace declined in Q1. We expected that Cloud ITO and modern workplace would perform better in FY '24 and based on the following 3 actions we have taken to fix them. First, we managed the disruption from terminated contracts that happened 2 to 3 years ago. This work takes multiple years to fall off. And for the most part, it will be out of our numbers after this year. Second, we bolstered our customer delivery and offshore delivery capability to secure the revenue we maintain and deliver it at better margins. Third, to win more work, we improved our market reputation. For example, Gartner now ranks us as a leader in modern workplace. We invested in tools to be more competitive like platform ex and uptime. We are bringing in new work at better economics, and we have positioned ourselves to become the partner of choice to cloud providers as they move workloads that are essential to customer operations to the cloud. All that being said, it will take a little bit more time to get these 2 offerings to perform as we expected. Before turning the call over to Rob, I want to comment on our AI capability that we have built into both our GBS and GIS businesses because we believe we are in a position to lead the market in this area. As many of you know, AI has been a passion for me.

I brought this passion to DXC and we have made focused investments in AI every year that I've been CEO. We have over 10,000 women and men that are trained in AI, and we have AI capability in now 4 out of our 6 offerings. In GBS, we have embedded our AI capability into both insurance and analytics and the engineering offerings. In insurance, DXC Assure uses AI to better serve customers by providing them insights and answers about the most complex policy questions. In analytics and engineering, robotic drive uses AI to enable cars to be self-driving, ranging from driving technology to assist drivers to full driving automation. In GIS, we have developed AI capability in both our Cloud ITO and modern workplace offerings. In Cloud ITO, our platform tool uses AI to proactively monitor IT estates to detect and resolve issues with 1 of our 10,000 bots to avoid costly business disruptions.

In modern workplace, AI is built into our uptime platform, which we leverage across 7 million devices. We use AI every time an employee reaches out for assistance and can resolve up to 80% of those interactions without human intervention, along with using AI to predict issues with PCs and reduce the carbon footprint for our customers. The bottom line is all of these solutions are at scale, are providing enhanced customer delivery capability and are driving new revenue for us. Now I want to turn the call over to Rod, who has been a pleasure to work with. And I have complete trust that he will transform our finance organization to deliver the financial analytics to make our results more predictable and repeatable.

Rob, over to you."
"4","Robert Del Bene","Executive Vice President & Chief Financial Officer at DXC Technology","Mike, thanks for the introduction, and thank you for the opportunity to be part of the DXC team. In my brief time here, I've been impressed by the intense focus on delivery excellence, culture and customers. I can clearly see the strategic and long-term value of the business. I'll now provide you with a quick rundown of our first quarter performance, covering the important highlights of where we executed well and where we fell short of our expectation. Organic revenue growth for the quarter was down 3.6% with consistent year-to-year growth of the GBS segment being offset by a greater-than-expected decline in the GIS segment.

In the quarter, we were impacted by a slowdown in customer expenditures, this is mainly the resale of IT equipment, such as PCs, networking gear and servers and project work. These are projects that are typically below $5 million in size and are sold into our existing account base. The GIS segment experienced the bulk of the slowdown. The declines in resale and projects are consistent with what is taking place in the industry with the economic environment impacting spending. This, we believe, accounted for the bulk of our revenue underperformance versus expectation with half of the miss in resale and half in project revenues. In the first quarter, the revenue shortfall impacted profitability particularly since the revenue weakness was not evident until late in the quarter. While the resale revenue provides little to no bottom line profit, it does provide modest gross profit and absorb overhead. So in the short term, the underrun and resale revenue impacts bottom line profit. As communicated by Mike and the team in prior calls, the strategy over the longer term is to reduce resale revenue and focus the team on driving services revenues.

The project-based services revenue shortfall has a greater impact on profitability as the resources to deliver the higher revenue levels are already on board, reducing this excess capacity will be a focus going forward. Expenses were well managed in the quarter with spending in line with our expectations. Free cash flow for the quarter was negative $75 million, ahead of our expectations due to continued focus on working capital management including strong collections performance.

As a reminder, the first quarter is seasonally our lightest free cash flow quarter as we made previously planned annual vendor payments for software, maintenance and paid annual bonuses. Now moving to our key financial metrics. Our first quarter gross margin of 21.1% was up 10 basis points year-over-year but below our expectation due to the revenue shortfall. SG&A spending was down 6.5% year-to-year, flat as a percentage of sales. Depreciation and amortization was down 10.5%, lower by 30 basis points. Other income decreased $40 million year-to-year, lower by 90 basis points, driven by 2 factors: a $30 million decline in pension income and a lower level of gains on sales of assets, which reduced adjusted EBIT by $17 million year-over-year.

Taking this all together, adjusted EBIT margin was down by 50 basis points year-over-year, excluding pension income and asset sales, the EBIT margin is up 60 basis points year-to-year. Non-GAAP EPS was down $0.12 compared to the prior year. The EPS reduction was driven mainly by the lower pension income and a lower level of asset sales in the current year. The higher tax rate compared to the prior year reduced non-GAAP EPS by $0.08 but this was fully offset by the lower share count resulting from our ongoing share repurchase program. Now turning to our segment results. Our business mix continues to trend to our higher-margin GBS segment. As a percent of total revenue, GBS is now 49.4%, up 60 basis points sequentially. We anticipate that this trend will continue and that in a matter of quarters, the GBS segment will be the majority of our revenue. GBS grew 3.3% organically and posted a ninth consecutive quarter of organic growth which reflects the deep industry-based customer value delivered by the GBS team. The GBS profit margin declined 60 basis points year-over-year, reflecting the capacity required to continue to drive future growth and the impact of lower pension income.

Turning now to GIS. Organic revenue declined 9.9%, driven by declines in cloud infrastructure and IT and moderating declines in modern workplace. GIS profit margin decreased 130 basis points year-over-year, driven by the reductions in pension income, reduced gains on asset sales and revenue impact of clients delaying project-based services. Now let's take a closer look at our offerings. Analytics and engineering revenue performance was up 8.8% and which is slightly ahead of the fourth quarter growth rate. This is very solid performance in the current demand environment. The book-to-bill was 1.03 and trailing 12-month number is a strong 1.14x. Applications revenue declined 70 basis points, similar to the fourth quarter decline. The trailing 12-month book-to-bill is 1.06x. The application offering team has made good progress in expanding our capabilities and success in enterprise applications such as SAP and ServiceNow Insurance software BPS continued to grow with revenue up 5.1%. The insurance SaaS component of the portfolio grew 8.5% and insurance software and deep insurance industry BPS skills of our team is resonating in the market. Security had strong performance up 6.8% year-to-year. Cloud infrastructure and IT outsourcing declined 12.7%. This business was significantly impacted by a slowdown in both resale revenue and project-based services revenue. The resale reduction accounted for almost 5 points of the revenue decline, while project-based services revenue accounted for 2.5 points. Also impacting revenue is the wind down of several contracts that terminated some time ago. The headwinds from these contracts will continue throughout the year and combined with the reduced resale revenue will result in ITO in the negative high single-digit range for the remainder of the year.

Now turning to modern workplace. Based on our performance last fiscal year, we anticipated moderating declines going forward. However, like cloud infrastructure and ITO, we experienced a slowdown in project-based services that impacted revenue. We have also experienced several clients moving from a virtual model and taking work back in-house, further impacting revenue. These 2 factors drove the 5% decline in 1Q and we are anticipating continued year-on-year declines for the remainder of the year. Turning to our financial foundation, which the team has consistently managed. As anticipated 3 months ago, debt levels increased modestly in the first quarter to $4.6 billion. We continue to tightly manage restructuring and TSI expense, which was $21 million in the first quarter. Operating lease payments and the related expenses were $90 million, down $16 million year-to-year. We continue to manage new lease commitments in an effort to reduce our real estate footprint. Capital expenditures ticked up to $202 million in the first quarter, impacted by planned annual software renewals. Going forward, we expect to continue the progress that has been made lowering our capital requirements and drive free cash flow. Financing lease originations were reduced by $14 million year-to-year in the first quarter, another indication that we are lowering future commitments.

As a percentage of revenue, capital expenditures and lease originations increased to 7.3% of revenues with the increase due to the annual software renewal. Turning to capital deployment. We made continued progress on our latest $1 billion share repurchase program during the quarter. It is important to note that in aggregate, our share repurchase program will be self-funded by our full year '24 free cash flow of $800 million in additional asset sales. As you'll remember from our last earnings call, we completed our previous $1 billion share repurchase program in April. We continue to believe DXC presents an attractive valuation.

Assuming the current share price, the approximately $800 million remaining from the $1 billion program would equate to removing approximately 15% of the current outstanding shares. And please remember, this is on top of the 21% of shares we've already removed from the share base. As a result of the areas of weakness that I discussed earlier, we are lowering our guidance. We expect second quarter organic revenue to decline minus 4.5% to minus 5.5%, reflecting the continued difficult economic environment impacting resale and projects most significantly in ITO and modern workplace, adjusted EBIT margin of 6.5% to 7%, with the revenue shortfalls continuing to impact profitability. We expect to improve adjusted EBIT margins in the second half of the year as our cost optimization efforts take hold. Non-GAAP diluted EPS of $0.65 to $0.70.

Turning to our full year guidance. We are reducing our organic revenue growth to negative 3% to negative 4%. Adjusted EBIT margin is now 7% to 7.5% and impacted by the lower revenue and partially offset by cost reductions in the second half of the year. We're continuing the successful initiatives from fiscal year '23, focusing on staff and contractor optimization, reducing our real estate footprint and third-party spending. Non-GAAP diluted earnings per share of $3.15 to $3.40. Our non-GAAP EPS guidance reflects a tax rate of 29% and our expectations for the timing of our share repurchase initiative. Our non-GAAP EPS guidance does not reflect potential losses on asset sales that we are evaluating. While potential sales drive cash, they may have an associated noncash book loss. And lastly, free cash flow of $800 million, down from our previous guidance of $900 million. Now before I turn the call back over to Mike, allow me to comment on my immediate priority, which is to produce the metrics and analytics, meaning the financial headlights to drive predictable and repeatable results. I will align the financial teams to support the offering-led model and drive enhancements to our processes and systems. The offering-led model fully supported will give us transparency of financial performance and financial returns of the offerings enabling focused operational management, targeted investments, portfolio management and help us confirm our strategy.

I expect us to make steady progress with this finance transformation. And with that, let me turn the call back over to Mike for his final thoughts."
"5","Mike Salvino","Chairman, President & Chief Executive Officer at DXC Technology","Thank you, Rob, and let me leave you with a few key takeaways. GBS is our high-quality growth business that we are proud of. and is performing in a tough project-based environment. We are actioning the Cloud ITO and modern workplace offerings of GS which have been impacted by the slowing IT market and are keeping us from making the progress we desire. We are still confident that we will stabilize the performance of these 2 offerings. We have made improvements in both leadership and our operating model to grow our company and to be even more competitive. We are managing areas that we can control very well like free cash flow and restructuring in TSI and the financial analytics that Rob and his team are focused on building will allow us to deliver more predictable and repeatable results.

We can see the value we are creating in DXC. And because of this, we will continue to deliver on our $1 billion buyback while maintaining our investment-grade credit profile. While the execution of any transformation journey is never a straight line, we feel strongly that we are making the right long-term decisions to position DXC for success.

With that, Operator, please open the call up for questions."
"6","Operator",NA,"[Operator Instructions] Your first question comes from the line of Bryan Bergin of Cowen."
"7","Zachary Ajzenman","Analyst at TD Cowen","This is Zack Ajzenman on for Bryan. On the quarter, at a higher level, as you think about how demand played out, just kind of looking to dig further into what changed so quickly here in 2.5 months just to cause the magnitude of this guidance cut? And also, as we think about the guidance framework, has anything changed there given the lower visibility that is seemingly an issue here in the current environment?"
"8","Mike Salvino","Chairman, President & Chief Executive Officer at DXC Technology","So Zack, thanks for the question. The first thing I would draw back to when we guided we began FY '24 when we saw resiliency in our business. And specifically, I would highlight the fact that we just came off of delivering 4 quarters of stable revenue. And we saw the slowing environment during Q3 and Q4 last year, but the revenue stayed stable. The second thing that's really key in this whole situation is the fact that the work we do is essential for our customers. And because of that, we saw the levels of spend continue in terms of hardware, PCs and also the maintenance projects that go around maintaining these IT estates throughout FY '23. So when we guided FY '24, we expected that the revenue could stay stable and that we could continue to play through a slowing IT environment because we had facts around what the revenue was. So when I look at Q1 and also the full year, basically, what we've done, if you take a step back, you will see that GBS is fine.

It grew exactly the way we thought it was. We're happy with it. And when you dig into the offerings, the offerings seem to be doing just as well. So the issue that we're talking about here is contained to Cloud ITO and modern workplace of GIS. And when I say contained, when I look at the numbers, the numbers basically haven't changed much. We actually thought the numbers would start heading towards mid-negative single digits. And now that you've heard from us, they will stick around high negative single digits. And there's 2 reasons for that. The first one is now the resale revenue. And the resale revenue is the revenue we get by selling hardware and PCs and so forth that we've consistently told everybody that's low margin. And our strategy is to take that revenue down. And as we take it down, replace it with service revenue. And what's happened is that's accelerated. We've clearly seen that in the quarter. half of the miss in the quarter, if you look at the midpoint being $75 million, half of that was resale. And then we carried that thinking all the way through the rest of the year. And the reason why we carried it through the rest of the year was because we don't plan to chase that low-margin revenue.

So if it makes sense, we'll do it, but we're not going to all of a sudden try to chase that. And that goes back to the whole sales philosophy that we've had around making sure that we do these new deals at better economics. So that's resale revenue. The second piece is what we referred to as services project work. And that project work typically is the essential maintenance that needs to be done to these IT estates. And what we've seen is those projects have been pushed and what we -- that's the other half of the miss in Q1. And what we did with looking at the project work is we, first of all, said, look, the clients need to spend this -- and what we're seeing is it looks like they will spend it in the back half of this year.

The second thing was the operating model was we adjusted the operating model, so I'm looking to see getting the benefits out of that operating model change towards the back half of the year. And what I mean by that is customer coverage. -- to literally sell these projects, you got to sit with the client and describe the value or potentially the risk. And we think that the adjustment in the operating model will move this forward so that we will recover some of this in the back half of the year. So Zach, hopefully, that takes into account your questions?"
"9","Zachary Ajzenman","Analyst at TD Cowen","It does. And just a follow-up on free cash flow and related on margins. I guess, given the cut on revenue and earnings, I guess, we're surprised the free cash flow view was not reduced even further. So maybe you can speak to the levels that are partly inflating free cash flow here? And maybe what you're doing to support expenses without cutting into the bone."
"10","Robert Del Bene","Executive Vice President & Chief Financial Officer at DXC Technology","Ye. Zach, this is Rob Del Bene. So thanks for the question. Look, when we take a look at the EBIT margin that we expect to perform at that level for the remainder of the year, take a look at the working capital levers we have Taken all together, we are confident that we could achieve this adjusted level of $800 million. So we have cost reduction plans that support the EBIT, the margin -- the reduced margin, and we have operational actions and line of sight to deliver working capital and capital expenditure reductions to get to the $800 million."
