"","speaker","title","msg"
"1","Operator",NA,"Good morning, and welcome to the NextEra Energy and NextEra Energy Partners Q2 2023 Earnings Call. [Operator Instructions] After today's presentation, there will be an opportunity to ask questions. [Operator Instructions]

I would now like to turn the conference over to Kristin Rose, Director of Investor Relations. Please go ahead."
"2","Kristin Rose","Director of Investor Relations at NextEra Energy","Thank you, Anthony. Good morning, everyone, and thank you for joining our second quarter 2023 combined earnings conference call for NextEra Energy and NextEra Energy Partners. With me this morning are John Ketchum, Chairman, President and Chief Executive Officer of NextEra Energy; Kirk Crews, Executive Vice President and Chief Financial Officer of NextEra Energy; Rebecca Kujawa, President and Chief Executive Officer of NextEra Energy Resources; and Mark Hickson, Executive Vice President of NextEra Energy, all of whom are also officers of NextEra Energy Partners; as well as Armando Pimentel, President and Chief Executive Officer of Florida Power & Light Company.

Kirk will provide an overview of our results and our executive team will then be available to answer your questions. We will be making forward-looking statements during this call based on current expectations and assumptions, which are subject to risks and uncertainties. Actual results could differ materially from our forward-looking statements if any of our key assumptions are incorrect or because of other factors discussed in today's earnings news release, in the comments made during the conference call, in the risk factors section of the accompanying presentation, or in our latest reports and filings with the Securities and Exchange Commission, each of which can be found on the websites www.NextEraEnergy.com and www.NextEraEnergyPartners.com.

We do not undertake any duty to update any forward-looking statements. Today's presentation also includes references to non-GAAP financial measures. You should refer to the information contained in the slides accompanying today's presentation for definitional information and reconciliations of historical non-GAAP measures to the closest GAAP financial measure.

With that, I will turn the call over to Kirk."
"3","Kirk Crews","Executive Vice President, Finance and Chief Financial Officer at NextEra Energy","Thanks, Kristin, and good morning. NextEra Energy continued its track record of solid execution as reflected in our second quarter results. Adjusted earnings per share grew by approximately 8.6% as we deployed capital for the benefit of FPL customers and leveraged our competitive advantages to extend Energy Resources' renewable leadership position. As the fastest growing state in the U.S., Florida has underlying population growth and an economy that continues to drive clear investment needs.

For years, FPL's strategy has been simple; keep bills affordable, the grid reliable, and our customer service exceptional. With our most recent settlement agreement, FPL has a well-established capital plan with clear visibility through 2025 to deliver on this strategy. This quarter, we executed our capital plan with new solar and transmission and distribution infrastructure investments, which led to a greater than 12% increase in regulatory capital employed versus the same quarter last year. As a result, FPL's earnings per share increased by $0.07 year over year. We progressed these capital initiatives, while keeping customer bills affordable.

We continue to run the business efficiently with multiple opportunities to reduce and manage costs. We deploy smart capital that reduces O&M and fuel costs, we embrace innovation and new technologies, and we identify cost savings through our various initiatives. Customers benefit from these actions, including bills that are among the lowest in Florida and well below the national average. FPL is uniquely positioned to extend its best-in-class customer value proposition and deliver long-term growth.

Energy Resources' more than two-decade track record of originating, developing, constructing and operating renewables remains as strong as ever. This quarter, on the strength of new investments, Energy Resources grew adjusted earnings by over 14% year over year. We continue to see solid renewables and storage demand.

Since our first quarter call, Energy Resources placed over 1,800 megawatts into commercial operations and has added approximately 1,665 megawatts of new renewables and storage projects to our backlog, which now stands at roughly 20 gigawatts, keeping us on track to achieve our renewable development expectations through 2026. Given all of our competitive advantages, Energy Resources is uniquely positioned to continue to lead the decarbonization of the U.S. economy and be the renewables partner of choice, supporting power, commercial and industrial and, eventually, hydrogen customers.

We are pleased with the progress we have made at NextEra Energy so far in 2023. For over 18 months, we have operated in a challenging macroeconomic environment with various headwinds and, yet, we have leveraged our competitive advantages to serve customers and deliver on our financial expectations. Through the first half of the year, both businesses have executed well, delivering adjusted EPS growth of approximately 11%. With FPL comprising more than two-thirds of NextEra Energy's business, our well-established capital plan through 2025 provides investors with long-term growth visibility.

At Energy Resources, we are leveraging our competitive advantages to continue adding new renewables and storage to our backlog, providing clear visibility to our future earnings growth through 2026. Combined, we believe we are well positioned with strong visibility to deliver on our expectations and create long-term value for shareholders.

With that, let's turn to the detailed results, beginning with FPL. For the second quarter of 2023, FPL reported net income of approximately $1.152 billion or $0.57 per share, an increase of $0.07 year over year. The principal driver of this performance was FPL's regulatory capital employed growth of approximately 12.1% year over year. We continue to expect FPL to realize roughly 9% average annual growth in regulatory capital employed over our current settlement agreement's four-year term, which runs through 2025. FPL's capital expenditures were approximately $2.5 billion for the quarter, and we now expect FPL's full year 2023 capital investments to be between $8.5 billion and $9.5 billion. For the 12 months ending June 2023, FPL's reported ROE for regulatory purposes will be approximately 11.8%. During the quarter, we used approximately $78 million of reserve amortization, leaving FPL with a balance of approximately $1 billion.

Our capital projects continue to progress well. As we indicated in our recent 10-year site plan, solar continues to be the lowest cost alternative for our customers. FPL placed into service roughly 225 megawatts of cost-effective solar in the quarter, bringing the total year-to-date solar additions to nearly 1,200 megawatts. Over the last two years, FPL has commissioned over 1,600 megawatts of solar generation. With 2.5 years remaining under the current settlement agreement, FPL expects to add roughly 3,100 megawatts of incremental solar through 2025. FPL's solar investments allow us to serve strong customer growth, while providing clean, affordable generation and avoiding volatile fuel purchases.

Over the current four-year settlement agreement, we continue to expect FPL to make capital investments of between $32 billion to $34 billion. Of that total, we anticipate investing approximately $10 billion in new solar generation and approximately $14 billion to $16 billion in transmission and distribution infrastructure. We remain confident in our total capital plan through 2025, as our cumulative capital investments of approximately $14 billion through June of 2023 are a little ahead of our original timeline. Our capital investment plan is well established. And by executing on solar deployment and transmission and distribution investments, we are enhancing what we believe is one of the best customer value propositions in the industry.

I'll turn now to the Florida economy, which continues to demonstrate strong growth. Over the past year, Florida has created roughly 412,000 new private sector jobs and its unemployment rate continues to decline, currently standing at approximately 2.6%, which is nearly 30% below the U.S. average. Florida consumer sentiment improved roughly 14% compared to the prior year and remains above the U.S. average, while mortgage delinquency rates declined by 55 basis points compared to the prior year. Florida's GDP continues to trend upward and increased over 9% versus a year ago.

During the quarter, FPL had solid customer growth, with the average number of customers increasing by more than 66,000 from the comparable prior year period. FPL's second quarter retail sales increased by approximately 0.3% year over year. We estimate that weather had a slightly negative impact on usage per customer of approximately 0.3% on a year-over-year basis. After taking these factors into account, second quarter retail sales increased roughly 0.6% on a weather-normalized basis from the comparable prior year period, driven primarily by continued solid underlying population growth.

Now let's turn to Energy Resources, where second quarter 2023 GAAP earnings were approximately $1.462 billion or $0.72 per share. Adjusted earnings for the second quarter were approximately $781 million or $0.39 per share, which is an increase in adjusted earnings per share of $0.04 year over year. Contributions from new investments increased $0.10 per share year over year. Contributions from our existing clean energy portfolio declined $0.06 per share. This decline was mostly due to a large swing in year-over-year wind resource. This quarter was the lowest second quarter of wind resource on record over the past 30 years, while last year was the highest.

The contribution from our customer supply and trading business increased by $0.09 per share, primarily due to higher margins in our customer-facing businesses, compared to a relatively weak contribution in the prior year quarter. All other impacts reduced earnings by $0.09 per share. This decline reflects higher interest costs of $0.06 per share, half of which is driven by new borrowing costs to support new investments and half of which is due to higher interest rates. The remaining impact is due to a combination of other factors, including additional costs to support early-stage renewable development investments as we plan for growth in the latter part of the decade.

Energy Resources had a solid quarter of new renewables and storage origination, adding approximately 1,665 megawatts to the backlog. With these additions, our backlog now totals roughly 20 gigawatts after taking into account over 1,800 megawatts of projects placed into service since our first quarter call, which keeps us on track to achieve our renewable development expectations through 2026. Having shared our new expectations just six months ago, we are already within the 2023 to 2024 development expectations range and only need roughly 15 gigawatts over the 3.5 years to achieve the midpoint of the 2023 to 2026 development expectations range.

As part of our backlog additions, this quarter, we signed our first contract for a standalone battery storage project, co-located with an existing wind facility. This 65-megawatt storage project is expected to serve our customers' growing capacity needs in the Southwest Power Pool and be available to monetize pricing arbitrage opportunities in this renewable rich area of the country. As we have highlighted, we believe there are many more opportunities to monetize the value of our existing 29-gigawatt operating renewables portfolio, including deploying co-located storage like we did here. We are excited to bring this facility into commercial operation.

During the quarter, we continued to see solid demand for renewables and storage across power and commercial and industrial customers. After a period of underlying commodity price inflation, supply chain disruption and trade policy risk premiums, we are finally seeing signs of stability, which will be helpful in our customer conversations. We believe renewables remain economically attractive to alternative forms of generation and have positioned ourselves to meet long-term customer demand by expanding our significant pipeline of renewable projects.

Today, we have a pipeline of roughly 250 gigawatts of renewables and storage projects in various stages of development. This includes projects in early-stage diligence in our current backlog and is supported by roughly 145 gigawatts of interconnection queue positions. When you combine our significant competitive advantages with our renewable pipeline, we believe Energy Resources is well positioned for growth in our renewables business for years to come.

We also remain excited about the opportunity to serve hydrogen customers by leveraging our best-in-class renewables development expertise and early-stage development position. Throughout the quarter, we continue to advocate for smart hydrogen policy that we believe would help the U.S. establish a robust green hydrogen market and drive increased renewables penetration.

We also progressed our pipeline of potential green hydrogen opportunities by executing an additional memorandum of understanding to explore developing green hydrogen and related facilities that would integrate into our customers' operations and serve their energy needs. Hydrogen should be thought of as simply another renewables customer class and as all our hydrogen-related projects could potentially translate into additional new renewables and, with the appropriate regulations, begin to contribute to energy resources growth later this decade.

Turning now to our consolidated results. For the second quarter of 2023, GAAP earnings attributed to NextEra Energy were approximately $2.795 billion or $1.38 per share. NextEra Energy recorded approximately $1.777 billion of adjusted earnings and $0.88 of adjusted EPS in the second quarter. Adjusted earnings from the Corporate and Other segment decreased results by $0.04 per share year over year, primarily driven by higher interest costs.

We continue to proactively manage interest rates in multiple ways. First, NextEra Energy has $16 billion of various interest rate swaps to help mitigate the impact of future increases in rates. Second, FPL has features in its settlement agreement to offset higher interest rates such as reserve amortization and the ROE adjustment mechanism, which became effective on September 1, 2022, due to a sustained rise in the 30-year U.S. Treasury yield.

Finally, our focus on continuous improvement through our annual Velocity productivity Initiative has yielded over $725 million in annual run rate savings ideas over the last two years, creating cost savings opportunities to help offset higher interest costs. As always, the current interest rate environment is taken into account in our financial expectations.

Our long-term financial expectations remain unchanged, and we will be disappointed if we're not able to deliver financial results at or near the top end of our adjusted EPS expectation ranges in each year from 2023 to 2026, while at the same time maintaining our strong balance sheet and credit ratings. From 2021 to 2026, we continue to expect that our average annual growth and operating cash flow will be at or above our adjusted EPS compound annual growth rate range and we continue to expect to grow our dividends per share at roughly 10% per year through at least 2024, off a 2022 base. As always, our expectations assume our usual caveats, including normal weather and operating conditions.

Now I'd like to turn to NextEra Energy Partners. Second quarter adjusted EBITDA and cash available for distribution were $486 million and $200 million, respectively, reflecting weaker wind resource. NextEra Energy Partners remains well positioned to deliver on its 2023 run rate expectations for adjusted EBITDA and cash available for distribution.

Yesterday, NextEra Energy Partners' Board declared a quarterly distribution of $0.854 per share per common unit, or $3.42 per common unit on an annualized basis, up approximately 12% from a year earlier. Inclusive of this quarter, NextEra Energy Partners has grown its LP distribution per unit over 355% since the IPO.

Since our last earnings call, NextEra Energy Partners completed its previously announced acquisition of approximately 690 megawatts of wind and solar assets. With this acquisition, NextEra Energy Partners' renewable portfolio is over 10,000 megawatts, further strengthening its position as the world's seventh largest producer of electricity from the wind and sun. The partnership is well positioned to execute on its simplification plans to become a 100% renewables-focused company.

Regarding these simplification plans, in May, we launched the sales process for the Texas natural gas pipeline portfolio and are pleased with our progress as we remain on track to sell the assets by later this year. NextEra Energy Partners expects to use the proceeds from the planned Texas pipeline portfolio sale together with a Meade natural gas pipeline sale in 2025 to eliminate the equity buyouts on the three near-term convertible equity portfolio financings, STX Midstream, NEP Renewables II, and 2019 NEP Pipelines. Upon successful execution of the Texas pipeline portfolio sale, the partnership does not expect to require equity through 2024, other than opportunistic equity issuances under our at-the-market equity program to fund future growth beyond 2024.

Now to the detailed results, NextEra Energy Partners delivered second quarter adjusted EBITDA and cash available for distribution of $486 million and $200 million, respectively, reflecting the adverse impacts of weaker wind resource. The adjusted EBITDA and cash available for distribution contribution from existing projects declined by approximately $99 million and $49 million, respectively, primarily driven by a large swing in year-over-year wind resource. This quarter was the lowest second quarter of wind resource on record over the past 30 years, while last year was the highest. New projects contribute approximately $49 million of adjusted EBITDA and $5 million of cash available for distribution. Second quarter results for adjusted EBITDA and cash available for distribution were positively impacted by the incentive distribution rights fee suspension and provided approximately $38 million of benefit this quarter, partially offsetting the impact of poor wind resource performance.

As we previously shared, we expect strong double-digit growth in the second half of the year adjusted EBITDA and cash available for distribution to support NextEra Energy Partners' LP distribution per unit growth expectations range for the full year 2023. Additional details are shown on the accompanying slide.

From a base of our fourth quarter 2022 distribution per common unit at an annualized rate of $3.25, we continue to see 12% to 15% growth per year in LP distributions per unit as being a reasonable range of expectations through at least 2026. However, as we've previously shared with you, we expect to grow at or near the bottom end of that range. For 2023, we expect the annualized rate of the fourth quarter 2023 distribution that is payable in February of 2024 to be in a range of $3.64 to $3.74 per common unit.

NextEra Energy Partners continues to expect run rate contributions for adjusted EBITDA and cash available for distribution from its forecasted portfolio at December 31, 2023 to be in the ranges of $2.2 billion [Phonetic] to $2.42 billion and $770 million to $860 million, respectively. As a reminder, year-end 2023 run rate projections reflect calendar year 2024 contributions from the forecasted portfolio at year-end 2023. As always, our expectations are subject to our usual caveats, including normal weather and operating conditions.

In summary, we believe that NextEra Energy and NextEra Energy Partners are well positioned to continue delivering long-term value for shareholders and unitholders. At NextEra Energy, the plan is simple; our two businesses are deploying capital in renewables and transmission for the benefit of customers, providing visible growth opportunities for shareholders.

At FPL, we're executing on our well-established capital investment plan, which allows us to extend our customer value proposition. Florida's strong population growth drives smart capital investment, and running the business efficiently allows us to manage costs for the benefit of both customers and shareholders. FPL comprises more than two-thirds of NextEra Energy's business and provides a significant amount of visibility into capital deployment and earnings growth.

At Energy Resources, we're leveraging our more than 20 years of experience and competitive advantages to grow our market share and add to our now roughly 20-gigawatt backlog, providing terrific growth visibility through 2026. We believe these competitive advantages will enable Energy Resources to serve power, commercial and industrial and, eventually, hydrogen customers. With an opportunity set of $20 billion of capital investment requiring more than 15 gigawatts of new renewables, Energy Resources is well positioned to be the green hydrogen partner of choice, potentially creating new opportunities toward the end of the decade.

At NextEra Energy Partners, we're executing on our plans to sell our natural gas pipelines and simplify the business. We continue to add to our renewables and storage portfolio, which now stands at over 10,000 megawatts. With the sale of the Texas natural gas pipeline portfolio expected to be completed by the end of the year, NextEra Energy Partners remains on track to transition to a 100% pure play renewables company, while continuing to deliver LP distribution per unit growth for unitholders.

With that, we are happy to answer your questions."
"4","Operator",NA,"We will now begin the question-and-answer session. [Operator Instructions] Our first question will come from Steve Fleishman with Wolfe Res. You may now go ahead."
"5","Steve Fleishman","Analyst at Wolfe Research","Yeah. Hey. Good morning. Thanks. Hope you're all well. So a couple. First just on the quarter. The customer supply trading business continues to do well and you mentioned higher margins. I think Constellation has been talking about that too. Could you just talk more about what you think is driving that in the supply business?"
"6","John W. Ketchum","Chairman, President and Chief Executive Officer at NextEra Energy","Yeah. Sure. Steve, this is John Ketchum, and good morning to you as well. In the customer supply and trading business, we've just seen a lot less competition, number one. And number two, remember, a lot -- most of the business activity that we do in that group is customer-facing business. Our full requirements business, for example, where we're working with municipalities and cooperatives to help provide their power needs and arrange the capacity and ancillaries and other regulatory requirements they need to manage their business, particularly up in the northeast.

That business, because it's had a lot less competition, has benefited from significant margins. And please -- one of the points I want to make is these arrangements that we enter into in the full requirements business are typically two or three years and we're immediately going out back-to-back hedging those positions. So feel great about the risk profile. And again, terrific margins that really match up well with our skill sets, our competitive advantages, and our core operations. So that's really the main driver. And I also want to remind folks that when you think about our customer and supply business, we run it at a very, very low VaR. For example, last quarter, we ran that business roughly at a 2% VaR. So it's very, very small business risk exposure overall for PMI."
"7","Steve Fleishman","Analyst at Wolfe Research","Okay. Next question just on..."
"8","John W. Ketchum","Chairman, President and Chief Executive Officer at NextEra Energy","Steve, one other point I want to make too on the customer supply business is that that business, historically, you can go back 10 years, and the customer supply and trading business, including this year, has never contributed more than 10% of NextEra Energy's net income. And I think that's important to keep in mind as well. We run a -- we have a lot of complementary businesses. Obviously, FPL has done well. We have other complementary businesses that Energy Resources on top of our renewable business, but that business has always stayed under 10% and that's one of the commitments that we make to the rating agencies, and that's true this year as well."
"9","Steve Fleishman","Analyst at Wolfe Research","Okay. Great. Just -- maybe just the latest you're hearing on the hydrogen -- green hydrogen rules from Treasury, both kind of timing and any color of where they are on some of the key issues like matching and additionality? Thanks."
"10","John W. Ketchum","Chairman, President and Chief Executive Officer at NextEra Energy","Yeah. We have been very vocal around the hydrogen regulations that need to come together, and there's been a debate for those that aren't familiar with it between whether we have hourly matching or annual matching. And for us, it's very simple. As part of a hydrogen project, you buy an expensive asset called an electrolyzer, which everyone is familiar with. And if you have hourly matching, the net capacity factor, the number of hours a day that you use that electrolyzer are probably less than half the day in most parts of the country. If you have an annual construct, we're able to use that electrolyzer around the clock. And so it's really easy math. I mean, when you have an expensive capital asset and you can use it around the clock, the price of green hydrogen is going to be a lot lower if you can only use it less than half the time.

And so the industry has come forward with a very constructive proposal, which would have the hourly matching construct not kick in until 2028. You'd have annual until that time period. And we also have supported the fact that you have to have additionality if you're going to go qualify for annual. So if you're qualifying for annual in the hours that the wind is not blowing or the sun is not shining, the power -- the electrolyzer behind the meter and you are buying off the grid, well, you're buying from an additional renewable asset that has been constructed and developed to provide electrons to that newly-built hydrogen facility. So from an NGO perspective, you're getting additional decarbonization benefits on the grid.

So we think we've been very constructive in what we have come forward with. We think it's really important because we want to send the right price signal to OEMs to ramp up production on electrolyzers, because electrolyzers being produced at scale is going to be critically important to declines in green hydrogen prices over time. And so that's where we are.

In terms of your question around timing, we expect treasury to probably come out with regulations now. We're hoping for August, but it's starting to sound more like September or October. But again, we have built a significant hydrogen pipeline. Parts of it work under either construct, and that pipeline is well over $20 billion. And we have the land team out, and we've had them out very aggressively, lining up land positions for our hydrogen portfolio that -- the nice thing about that, and Kirk said it in the remarks, that pipeline have about 250 gigawatts when you include early due diligence sites. Nobody in our industry has a pipeline like that, nobody. And what's terrific about it is it can be used for dual purpose, because hydrogen customers are just a third customer class to sell renewables to. So if the site doesn't work for hydrogen, it will work for our power C&I customers.

So feel like we're really well positioned. And hydrogen is one of those things that can really provide a nice boom to the development expectations that we've already laid out for you. So we're eager to see what the final regulations say. But I also want to remind folks that hydrogen has a long development cycle. So the contribution that we'll see from hydrogen investments, you would expect over the latter part of the decade."
