"","speaker","title","msg"
"1","Operator",NA,"Good day, ladies and gentlemen, and welcome to The Sands Second Quarter 2023 Earnings Conference Call. [Operator Instructions]

It is now my pleasure to turn the floor over to Mr. Daniel Briggs, Senior Vice President of Investor Relations at Sands. Sir, the floor is yours."
"2","Daniel Briggs","Senior Vice President - Investor Relations at Las Vegas Sands","Thank you and thanks for joining us today. Joining the call today are Rob Goldstein, our Chairman and CEO; Patrick Dumont, our President and COO, Dr. Wilfred Wong, the President of Sands China; and Grant Chum, EVP of Asia Operations and COO of Sands China. Today's conference call will contain forward-looking statements. We'll be making these statements under the Safe Harbor provision of federal securities laws. The company's actual results may differ materially from the results reflected in those forward-looking statements.

In addition, we will discuss non-GAAP measures. Reconciliations to the most comparable GAAP financial measure are included in our press release. We have posted an earnings presentation on our website. We may refer to that presentation during the call. Finally, for the Q&A session, we asked those with interest to please pose one question and one follow up, so we might allow everyone with interest the opportunity to participate. This presentation is being recorded.

I'll now turn the call over to Rob."
"3","Robert G. Goldstein","Chairman and Chief Executive Officer at Las Vegas Sands","Thank you, Dan, and good afternoon. Thank you for joining us today. The powerful recovery taking place in Macao and Singapore is evident in our results. We believe it's early days and there's still room to run in both of those markets. We continue to invest in both markets for our future growth. We do have a structural advantage in Macao based on our scale. As the market accelerates, we will be a major beneficiary in the future.

Singapore continues to do well despite two impediments: we're in the midst of $1 billion renovation, which does impact adversely the results in Singapore. In addition, we haven't seen a full return of the Chinese premium mass segment yet. This iconic building has a very bright future. Cash flow recovery is in full [Indecipherable] (0:02:03, so it's very, very enjoyable to say, yay dividends!

Let's go some Q&A. First question, please."
"4","Operator",NA,"[Operator Instructions] And the first question today is coming from Joe Greff from J.P. Morgan. Joe, your line is live."
"5","Joe Greff","Analyst at J.P. Morgan Securities","Hey, everyone."
"6","Robert G. Goldstein","Chairman and Chief Executive Officer at Las Vegas Sands","Hi, Joe."
"7","Joe Greff","Analyst at J.P. Morgan Securities","Rob, Patrick, Dan, and the team in Macao, I'd love to get your view on margins in Macao, both within the quarter. And then just broadly how you're thinking about it going forward. When you look at the months within the 2Q, was there a differential between margins exiting the quarter in June versus the first couple of months? And then related to that, I'm assuming you're under the belief and impression that monthly GGRs can continue to grow sequentially. I would imagine in the summer months that would follow typical sequential seasonal trends, and margins from here probably have more upsides than downsides from 2Q levels. So my question is specifically this: going forward, how do you think about the flow-through on incremental revenue growth from here? And then I have a follow up."
"8","Daniel Briggs","Senior Vice President - Investor Relations at Las Vegas Sands","Yeah. Joe, I'll start and then turn over to Grant for the margin discussion. Obviously, we do believe that the market is starting to get stronger, and you saw that in our numbers. Our June results were the strongest, almost $200 million of EBITDA in June alone, so we had acceleration in the quarter. Our numbers, I think, speak for themselves; they speak loudly. Six months ago we were virtually closed, and in the month of June, again, we do $200 million EBITDA. And visitation increases in the town; I think the visitation issue is going to drive obviously the GGR escalation. I just do believe we will be the beneficiary because of our scale and $15 billion of investment will pay off quite well. We have adequate room to run because we have capacity in every segment of the gaming and nongaming. We have, I think, a very strong advantage in that regard. So, again, we think as the GGRs escalate from more visitation, we will be a major beneficiary. As to margin, Grant, I hope you're awake in Macao. Please answer that."
"9","Grant Chum","Executive Vice President of Asia Operations and Chief Operating Officer of Sands China Ltd. at Las Vegas Sands","Thanks, Rob. Yeah, Joe, [Indecipherable] margin obviously has continued to improve as we grow the revenues on optimal cost structure. Normalized margins up about 240 basis points quarter on quarter. And I think that will continue to rise as revenues continue to recover. We do have a more profitable business mix than 2019, as does the whole industry because we have a greater proportion of mass relative to VIP. But recall, relative to the industry, we always had a much greater proportion of our GGR in mass. So 87% of our GGR this quarter is in mass versus 71% in Q2 of 2019. And also the shift between gaming and nongaming, and recall, we're the dominant revenue generator in nongaming in the industry, and nongaming is rising as a percentage of our revenues going from 17% in 2019 to 22% this quarter, so both of these mix shifts are positive for margin.

We are, obviously, reinvesting our revenues back into the business to increase our capability to handle more visitors, chiefly increasing our headcount to service more hotel rooms. That's for sure one of the things that we've achieved this quarter where our room operating capacity was back to 10,700 rooms on average for the quarter. And as we go into the summer, as we discussed last time, we're heading back to 12,000 rooms in terms of our operable hotel room capacity, so that entire labor shortage issue has dissipated as an impediment.

And then in terms of intra-quarter, margins are related to the revenue recovery rate, and June was the standout month for sure for us. We recovered for the second quarter as a whole, as you can see, 85% of 2019 levels in terms of mass revenues for the second quarter. But in June, our mass revenue were about 97%, almost at full recovery to June 2019. So the acceleration in June was really very broad-based. We saw underlying visitation recovery obviously; Macao visitation recovering to almost 70% of 2019. And all of our key volume metrics were up significantly against April and May, so our non-rolling drop increased 15% against April-May. In June, slot handle was up 9% and rolling volume was up 10%, so across the board we saw a very sharp acceleration in June."
"10","Joe Greff","Analyst at J.P. Morgan Securities","Great. Thank you."
"11","Robert G. Goldstein","Chairman and Chief Executive Officer at Las Vegas Sands","Joe, I'd also reference page 14 of the deck. I think it's instructive to look at what's happening in the province is beyond Guangdong and non-Guangdong visitation and lack of penetration. It's such early days in this recovery. And I think if you look at 14, it gives you a really good snapshot of what we believe is the beginning of a strong recovery. Hopefully, this summer we'll evidence more and more return to pre-pandemic numbers and the non-Guangdong visitation numbers. That's going to fuel this business. As you know, we have the capacity in gaming, nongaming to participate across the board and that we believe will happen. That will impact margins but also, in our mind, that's inevitable fact of Macao. Six months into this recovery, and we're still way behind in terms of visitation."
