"","speaker","title","msg"
"1","Operator",NA,"Welcome and thank you for standing by. [Operator Instructions] Today's conference is being recorded. [Operator Instructions] Now I will turn the meeting over to Ms. Patricia Murphy, IBM's Vice President, Investor Relations. Ma'am, you may begin."
"2","Patricia Murphy","Vice President, Investor Relations at International Business Machines","Thank you. I'd like to welcome you to IBM's second quarter 2023 earnings presentation. I'm here today with Arvind Krishna, IBM's Chairman and Chief Executive Officer; and Jim Kavanaugh, IBM's Senior Vice President and Chief Financial Officer. We will post today's prepared remarks on the IBM Investor website within a couple of hours, and a replay will be available by this time tomorrow.

To provide additional information to our investors, our presentation includes certain non-GAAP measures. For example, all of our references to revenue and signings growth are at constant currency. We have provided reconciliation charts for these and other non-GAAP measures at the end of the presentation, which is posted on our investor website.

Finally, some comments made in this presentation may be considered forward-looking under the Private Securities Litigation Reform Act of 1995. These statements involve factors that could cause our actual results to differ materially. Additional information about these factors is included in the company's SEC filing.

So with that, I'll turn the call over to Arvind."
"3","Arvind Krishna","Chairman and Chief Executive Officer at International Business Machines","Thank you for being here. Our second quarter results reflect continued solid execution of our hybrid cloud and AI strategy. We again had strength in our growth vectors, our software and consulting, and solid cash generation consistent with our financial model.

Clients and partners continue to view technology as a source of competitive advantage. Clients turn to us to speed up their transformation journeys, modernize applications, and optimize their business workflows. At the same time, they continue to prioritize projects that focus on productivity and deliver quick time-to-value.

To seize this opportunity, we are bringing new innovations to market, expanding strategic partnerships, and making investments in targeted growth markets while unlocking value through our productivity initiatives. All of this gives us confidence in our ability to achieve our full-year expectations for revenue and free cash flow, which remain our two primary areas of focus.

We have made progress in our strategy around hybrid cloud and AI, the two key drivers of Business Innovation. Hybrid cloud is the most widespread form of IT architecture. Red Hat OpenShift, our leading container platform based on open-source innovations, plays a crucial role in making this possible, along with IBM software and infrastructure.

Our consultants use their technical and business knowledge to speed up clients' digital transformation journeys and help drive adoption of our technology platforms. Our broad ecosystem of partners amplifies our reach and ability to meet client demand. Let me highlight a few collaborations from this past quarter that take advantage of our platform-centric approach.

We are helping Air Canada improve its digital footprint, including their website, mobile application, and loyalty program. Using a hybrid cloud approach helps Air Canada better connect and tap into their commercial, operational, and financial data. With Diageo, IBM Consulting embarked on a large global digital transformation to improve customer satisfaction, optimize business workflows, and enhance its financial performance reporting capabilities. We also forged a strategic partnership with Nokia, where Red Hat OpenShift becomes the preferred platform provider to Nokia's core network applications business.

This past quarter, we made strategic moves to bolster our hybrid cloud and AI capabilities with the announcement of our plans to acquire Apptio, which offers the virtual command center for CEOs, CFOs, and CIOs to manage their technology investments. Apptio's offerings combined with IBM's IT automation software and our AI capabilities will give clients the most comprehensive approach to optimize their IT environments.

AI is a transformative technology that has the potential to unlock tremendous business value. According to a recent McKinsey study, AI could add up to $4.4 trillion annually to the global economy. Our focus is on Enterprise AI designed to address these opportunities and solve business problems. The list of use cases is long and includes IT operations, code generation, improved automation, customer service, augmenting HR, predictive maintenance, financial forecasting, fraud detection, compliance monitoring, security, sales, risk management, and supply chain, amongst others.

AI is being infused into our software products. We are already building products that address specific enterprise use cases such as Digital Labor with Watson Orchestrate, Customer Service with Watson Assistant, and Code Generation with Watson Code Assistant. At our Think conference in May, we announced, WatsonX our enterprise-ready AI and data platform to help clients and partners capitalize on the AI opportunity. WatsonX delivers the value of foundation models to the enterprise, enabling them to be more productive.

We began to roll out WatsonX a little over a week ago, and we are excited by the client response. To date, the platform has been shaped by more than 150 businesses across industries from telco to banking. Businesses around the world are excited about tapping foundation models and Machine Learning in one place with their own data to accelerate Generative AI workloads. For example, Samsung is exploring Generative AI to deliver unprecedented innovation for clients. Citi is pursuing the potential use of large language models for connecting controls to internal processes. NatWest is embedding WatsonX into their chatbot to improve customer experience, and SAP is integrating IBM WatsonX into their solutions.

IBM is also working with an expanding ecosystem of partners to co-create and innovate across industries and use cases from space to sports, including work with NASA to build the first foundation model for analyzing geospatial data and Wimbledon, where WatsonX was used to produce tennis commentary. Large language models are a step change in the evolution of AI, with more than 80% of enterprises exploring their use. We believe the opportunity for large language models for enterprises is immense given the existing amount of business data. This includes sensor data, chemistry data, materials data, geospatial data, code, and of course, speech. Because Enterprise AI draws from both public and private data, it is more effectively trained when companies adopt a hybrid cloud approach.

Enterprise AI can also be based on multiple models, including public, private, and open source. Our WatsonX platform takes into account this reality and is differentiated in a few important ways. For instance, instead of relying on a single model, WatsonX enables companies to leverage the best models to meet their needs, whether they are open-source technologies, IBM's models, or those co-created with us. Another fundamental aspect of WatsonX is trust, ensuring transparency and bias-free models. In addition, beyond offering companies the capability to tap into existing AI models, IBM empowers them to create their own. To help clients on this journey, we have over 20,000 Data & AI consultants and recently launched our new Center of Excellence for Generative AI, already staffed with more than 1,000 consultants with specialized Generative AI expertise.

The investments we are making in products and skills will help us to seize the AI opportunity. Our path is clear. In the same way, we've built a consulting practice around Red Hat's Hybrid Cloud platform that is now measured in the billions of dollars we will do the same with AI. And just like OpenShift is the technology platform at the heart of our hybrid cloud capabilities, WatsonX will be the core technology platform for our AI capabilities. WatsonX is just one of many new technology innovations. Shortly after previewing WatsonX at our Think Conference at the Red Hat Summit, we introduced OpenShift AI, which is a unified solution to train, serve, monitor, and manage the lifecycle of AI models and applications.

We also unveiled IBM Hybrid Cloud Mesh, a SaaS solution that streamlines application-centric connectivity for edge, hybrid, and multi-cloud environments. To help clients with their sustainability agendas, we launched our AI-powered cloud-based tool that helps clients track their greenhouse gas emissions for cloud workloads. And as an example of how we continue to push the boundaries of innovation, IBM recently demonstrated using error mitigating techniques, quantum computers can produce results at a scale of 100 plus qubits.

This is a significant breakthrough that firmly puts us on a path towards building practical quantum computers that can solve hard problems in areas such as risk, finance, and materials. Let me conclude by reiterating our confidence in our strategy and execution. It is clear that the work we have done to better align IBM to the needs of our clients is paying off. The momentum in our business and continued focus on productivity position us to achieve our full-year expectations and deliver sustainable revenue and free cash flow growth.

With that, I would like to hand it over to Jim, who will delve deeper into our performance and expectations."
"4","James J. Kavanaugh","Senior Vice President and Chief Financial Officer at International Business Machines","Thanks, Arvind. As always, I'll start with the key financial highlights of the second quarter. We delivered $15.5 billion in revenue, $2.4 billion of operating pre-tax income, $2.18 of operating earnings per share, and through the first half, nearly $3.5 billion of free cash flow. In the second quarter, we had modest revenue growth at constant currency, and that includes over a point of impact from the businesses we divested last year. Currency rates continue to be a headwind to growth with the dollar strengthening over the last 90 days currency impacted our reported revenue growth by about 80 basis points, which is about 0.5 point worse than what spot rates suggested in April.

As is typical, I'll focus my comments on constant currency. Revenue performance was again led by software and consulting. These are growth vectors that together represent about three quarters of IBM's revenue and contribute to a solid base of recurring revenue and profit. Software revenue was up 8% with good growth across both Hybrid Platform & Solutions, led by Red Hat and Data & AI, and transaction processing. IBM Consulting revenue growth of 6% was also broad-based, with growth across all three lines of business and geographies. Our infrastructure revenue in any quarter reflects product cycle dynamics. Infrastructure revenue was down 14%. This, as expected, had a disproportional impact to IBM's overall revenue growth this quarter, given the very successful launch of z16 in the second quarter last year. Looking at the two-year compounding growth rate, infrastructure revenue was up.

Turning to our profit metrics, operating gross margin expanded 140 basis points, driven by our portfolio mix and productivity. We had good performance this quarter with gross margin improvements in every reportable segment. Our operating pre-tax margin was down 70 basis points. Last year, we had a gain of about $230 million from the sale of our healthcare software assets. Without the year-to-year impact of the divestiture gains, our operating pre-tax margin was up 70 basis points. This is a better indication of our ongoing operational performance.

Let me comment on a couple of items within our expense profile that impacted our pre-tax income performance. As we discussed in the last couple of earnings calls, we addressed the remaining stranded cost from our portfolio actions resulting in a higher level of workforce rebalancing activity this year, about $115 million in the quarter. Workforce rebalancing impacted our year-to-year pre-tax margin expansion by another 60 basis points. And then currency remained a year-to-year headwind, not only to revenue but also to our expense and pre-tax profit.

The combination of translation and hedging impacted operating pre-tax profit growth by about $150 million and operating PTI margin by about 80 basis points year-to-year. As I've discussed in the past, this disproportionately impacts our product-based businesses. We have good momentum in our underlying operational profit performance. I mentioned a strong business mix, but we're also making progress on our productivity initiatives. We're digitally transforming IBM as client zero, simplifying workflows and deploying AI across our processes, from IT Operations to HR to Source to Pay. The productivity benefits free up spend for reinvestment and contribute to margin expansion.

Turning to free cash flow, we generated $2.1 billion in the quarter and nearly $3.5 billion in the first half. This first-half performance is up over $100 million year-to-year and keeps us on track to our full-year expectation. Growth is driven by the cash from our profit performance, working capital efficiencies, and lower payments for structural actions. This was mitigated by higher performance-based compensation payments given last year's strong results and higher cash taxes. In terms of cash uses, through the first half, we returned $3 billion to shareholders in the form of dividends and spent about $350 million to acquire six companies.

Later this year, we expect to close the acquisition of Apptio, which complements and advances our IT automation capabilities. From a balance sheet perspective, we continue to have very strong liquidity position with over $16 billion of cash. That's down over a $1 billion since March and up $7.5 billion since December. Our debt balance at the end of the second quarter was over $57 billion, which is up $6.5 billion from year-end. You'll recall earlier in the year we were opportunistic in accessing the debt market and issued debt to prudently get ahead of 2023 and 2024 maturities as well as capital allocation priorities.

Turning to the segments, Software revenue growth accelerated to 8% this quarter. Both Hybrid Platform & Solutions and transaction processing grew as clients leverage our hybrid cloud and AI platform capabilities. This performance again reflects growth across both our recurring revenue base, which is about 80% of annual software revenue, as well as transactional revenue. In Hybrid Platform & Solutions, revenue was up 7%, fueled by growth in Red Hat, Data & AI and automation. Our Hybrid Platform & Solutions ARR is now over $13.6 billion and up 7%, reflecting the importance of our strategic offerings with our clients. Red Hat revenue grew 11%. OpenShift, our leading Hybrid Cloud platform, grew more than 30% in the quarter and now has $1.1 billion in annual recurring revenue. Ansible also delivered double-digit growth and gained market share this quarter.

In automation, revenue was up 2%, reflecting growth across integration, application servers, and business automation as clients drive enhanced business value through productivity and performance optimization. Data & AI revenue was up 11%, the broad-based growth included areas like data management and business analytics, giving enterprise needs for data visualization, organization, analysis, and insights as the underpinnings for AI workloads. Security revenue declined 1%.

We delivered growth and security software driven by data security with Guardium Insights. This was more than offset by declines in Security Services this quarter. In Transaction Processing, revenue grew 10% off of an easier compare last year. The increase in zSystems installed capacity over the last couple of cycles and strong software renewal rates reflect the importance of zSystems platform in a hybrid cloud environment. These dynamics contributed to both recurring and transactional software revenue opportunity again this quarter. Putting this together with price increases, we had strong performance in transaction processing.

Moving to profit for the Software segment, our pre-tax margin was up a half a point while absorbing over a point of impact from currency. We delivered operating leverage given both the revenue scale and mix this quarter. Consulting revenue was up 6%. In April, we discussed that we were seeing sustained demand for larger transformations that delivered meaningful ROI. At the same time, other projects considered to be more discretionary were being delayed, predominantly in the United States. The second quarter client buying behavior played out much in the same way.

Our signings were solid, up over 20% with double-digit growth in both large and small engagements. This takes our book-to-bill ratio up to 1.1 over the last 12 months. We address continued demand for technology-driven transformations as clients prioritize projects that drive cost savings and increase productivity. Turning to our lines of business and consulting, growth across our service offerings was broad-based. Business transformation grew 5%, driven by data and technology transformations, including AI and analytics-focused projects. Digital transformations continue to be underpinned by clients embracing a Hybrid Cloud strategy. Technology Consulting grew 5%, and Application Operations grew 8% as we again saw strength in cloud-based application services across development, modernization, and management.

Contributing to growth across the business, our strategic partnerships grew signings and revenue double digits with solid performance from partnerships with AWS and Azure. Our Red Hat practice also grew signings and revenue double digits. We have an annualized revenue run rate in excess of $2 billion. Moving to consulting profit, we expanded both gross and pre-tax margins by 180 basis points. Our margin expansion is a reflection of the pricing and productivity actions we've taken, more than offsetting the increased labor cost and investments.

Turning to the Infrastructure segment, revenue was down 14%, reflecting product cycle dynamics. This impacted both hybrid infrastructure and infrastructure support. Within hybrid infrastructure, zSystems revenue declined 30%. We've wrapped on strong revenue performance last year, up 77% when z16 launched in the seasonally strong quarter. Through the first five quarters of availability, revenue was well ahead of prior cycles. z16 brings the power of embedded AI at scale, cyber-resilient security, and cloud-native development for hybrid cloud to our clients. For example, clients are adopting IBM z16 and the Telum Processor as the foundation for real-time AI insights across significant volumes of data. Distributed Infrastructure revenue was down 6%. Let me remind you, we're wrapping on strong growth last year, up 17% driven by strength in storage and Power10 high-end systems.

Moving to infrastructure profit, we expanded gross margins 200 basis points, while pre-tax margin was down 40 basis points, including about a point of impact from currency. Now that I've gone through the segment results, let me bring it back up to the IBM level to wrap up. We feel good about our first-half performance with momentum in our growth vectors of software and consulting and a solid recurring revenue base driven by our high-value software. We're delivering strong gross margin performance with growth across our segments, driven by portfolio mix and productivity.

Our overall year-to-year profit dynamics, as expected, reflect the impact of last year's divestiture. As we look to the full year of 2023, we're holding our view of the year on our two primary metrics, revenue growth, and free cash flow. We see constant currency revenue growth of 3% to 5%, and we expect free cash flow of about $10.5 billion, which I'll remind you is up over a $1 billion year-to-year. Let me comment on a few items within these full-year expectations. We expect IBM's operating pre-tax margin to expand by about 0.5 year-to-year, driven by a combination of product mix and progress on our productivity initiatives. That's consistent with our view 90 days ago and in line with our model.

We're also maintaining our view of our tax rate for the year, which is in the mid to high teens range. And then finally, while there has been some volatility in currency rates over the last couple of weeks, at current spot rates, currency translation is still expected to be fairly neutral to our revenue growth for the year. I'll remind you that our profit and cash dynamics this year are impacted by the wrap on last year's hedging gains, which is about a point of headwind to our pre-tax margin expansion.

In terms of segment dynamics, in Software, we had a good first half and now expect revenue growth at the high end of software's mid-single-digit model. This is all-in, including acquisitions. Our revenue growth drives operating leverage with software pre-tax margin expected to expand a 1.5 to 2 points year-to-year. In Consulting, we've repositioned our business to address today's clients' needs. What we saw in the second quarter didn't change our view of the year. We continue to expect consulting revenue growth in the range of 6% to 8%, and to expand consulting pre-tax margin by at least a point.

And then for infrastructure, as I described in the past, revenue is roughly flat over the mid-term model horizon, with performance in any year reflecting product cycle dynamics. In the second quarter, we wrapped on the z16 introduction in a seasonally strong quarter. For the year, as you expect, 2023 infrastructure revenue will decline, impacting IBM's overall revenue growth by over a point. We continue to expect pre-tax margin in the low teens. Our expectations for 2023 reflect our higher growth, higher value business with strong cash generation, what we have referred to as Today's IBM.

The analysts' estimates also reflect these dynamics, and as we look at the third quarter, the average of analysts' estimates looks reasonable. In closing, we are pleased with our first half performance, and it keeps us on track to deliver revenue growth, expand margin, and grow free cash flow for the year. I'm happy to provide more color on the quarter and our expectations in the Q&A.

Patricia, let's get started."
"5","Patricia Murphy","Vice President, Investor Relations at International Business Machines","Thank you, Jim. Before we begin the Q&A, I'd like to mention a couple of items. First, supplemental information is provided at the end of the presentation. And then second, as always, I'd ask you to refrain from multi-part questions. Operator, let's please open it up for questions."
"6","Operator",NA,"Thank you. [Operator Instructions] Our first question is from Wamsi Mohan with Bank of America. You may go ahead."
"7","Wamsi Mohan","Analyst at Bank of America Merrill Lynch","Yes, thank you so much. Arvind, you noted -- some initial traction around AI, and I was wondering you guys have made a lot of major announcements around AI. Wondering if you can share some thoughts on AI monetization in the short- to medium-term, and any quantification if possible, either in terms of dollars or growth rates for 2023 and 2024 would be helpful. And if I could, Jim, you saw very strong transaction processing growth. You noted a few different items there. I was wondering if you could talk about how much of that is structural versus cyclical, and if transaction processing is growing this fast, does that drive upside to software revenue for the year, or are there other areas that are offsetting? And if you could just reiterate if Red Hat, you still expect that to grow 11% to 13%? Thank you so much."
"8","Arvind Krishna","Chairman and Chief Executive Officer at International Business Machines","Wamsi, so thank you for the question. And as you noted, I am very excited by our progress on AI and what it's going to do for our clients, most importantly, and then return, of course, for us as we monetize it. Our monetization is largely going to be through consulting and software and I'll explain that. Infrastructure will benefit, but I would not call that a direct monetization route. So let me start with consulting. If you noticed, I talked about and Jim talked about what we have done with Hybrid Cloud, AKA OpenShift, in consulting, where we began this journey in 2019, our book of business was, to be precise and to round it out, zero.

In the first year, we signed about a $1 billion of business. And at this point, we have inception to-date signed $9 billion with an annual run rate of $2 billion in consulting. I would tell you and expect that we'll play out AI in a similar way. I hesitate to call it anything else until we get six months or so down the road, in which case, then we'll have more knowledge. Now on the software side, we are very, very excited by the initial reaction to the WatsonX platform. The number of projects we have going on, the client interest, it really is something which we are very, very pleased by. So what's the model to think of it on? As I think about how OpenShift, which was the Red Hat product came in, in 2019, it grew literally doubled each year for the first four years and at this point, the revenue is about 10 times of what it was when it came in.

And right now we have quantified it at $1.1 billion on an annualized run rate basis. So that gives you a sense of the excitement we have around these projects, these technologies, and what it could do for us as you begin to go forward now. Now third and most important, but I don't want to quantify it, is the fact that AI will infuse in models every single product we have, whether it's sustainability, whether it's our database products, whether it's our consulting projects, whether it's inside the mainframe with the Telum. But I'm not including those in those first two categories. So with that, let me give it to Jim for the TPS question."
"9","James J. Kavanaugh","Senior Vice President and Chief Financial Officer at International Business Machines","Thanks, Arvind, and thanks, Wamsi, for the question. We're obviously very pleased with our overall software performance here in the second quarter, accelerating the 8% at constant currency, and it was pretty pervasive both in acceleration and hybrid platform and solution and to your question transaction processing, but you get underneath the performance double-digit in Red Hat, double-digit in Data & AI, and double-digit in our High Value Transaction Processing business overall which, by the way, gives us the confidence exiting the first half to raise our guidance in software overall to the high end of our mid-single-digit model.

Now, to your question about transaction processing -- we constantly talk about on these calls the value of TP in our business model. It's a value vector, 30% of software. It's a tremendous source of profit and cash that gives us financial flexibility to reinvest for growth overall. It also provides a tremendous incumbency position for our IBM multiplier effect. We entered the year, Arvind and I talked about we saw the inflection shift in TP in '23, and that was predicated on the successful mainframe programs that we've had over the last two. By the way, the last program we're up 2x on installed MIPs capacity.

So we have a much more extended opportunity base to go get those strong renewal rates overall. But we said from a model perspective we saw the inflection shift versus being down mid-single-digit, which is a tremendous strain on us. We saw low single-digit growth. Now on top of that just given the highly inflationary environment we talked about, we were going to get disproportional price in '23, call that I don't know two, three, four points somewhere in that ballpark. So when you look at our first-half performance, our first half was up 8%.

By the way, our first half last year was relatively flat. It's our easier compare. So we have to acknowledge it's an easier compare. We're going to enter a different, more difficult comparing the second half. But that eight points of growth overall, I would say once you normalize for the easier compare, we can grow low single-digit on a sustainable basis. This year, just given the differentiated price position, we said we'd grow mid-single-digit and we feel very confident exiting the first half."
"10","Patricia Murphy","Vice President, Investor Relations at International Business Machines","Thanks, Wamsi. Let's go to the next question, please."
