"","speaker","title","msg"
"1","Operator",NA,"Ladies and gentlemen, thank you for standing by. At this time, I would like to welcome everyone to the Organon Second Quarter 2023 Earnings Conference Call. [Operator Instructions] As a reminder, this call is being recorded.

I would now like to turn the call over to Jennifer Halchak, Vice President, Investor Relations. Please begin your conference."
"2","Jennifer Halchak","Vice President, Investor Relations at Organon & Co.","Thank you, Audra. Good morning, everyone. Thank you for joining Organon's second quarter 2023 earnings call. With me today are Kevin Ali, Organon's Chief Executive Officer, who will cover strategy and operational highlights; and Matt Walsh, our Chief Financial Officer, who will review performance and guidance. Dr. Sandra Milligan, Organon's Head of R&D, will also be joining us for the Q&A portion this call. Today, we will be referencing a presentation that will be visible during this call for those of you on our webcast. The presentation will also be available following this call on the Events and Presentations section of our Organon Investor Relations website at www.organon.com.

Before we begin, I would like to caution listeners that certain information discussed by management today during this conference call will include forward-looking statements. Actual results could differ materially from those stated or implied by forward-looking statements due to risks and uncertainties associated with the company's business, which are discussed in the company's filings with the Securities and Exchange Commission, including our 10-K and subsequent periodic filings.

In addition, we will discuss certain non-GAAP financial measures on this call, which should be considered a supplement to and not a substitute for financial measures prepared in accordance with GAAP. A reconciliation of these non-GAAP measures to the comparable GAAP measures is included in the press release and conference call presentation.

I'd now like to turn the call over to our CEO, Kevin Ali."
"3","Kevin Ali","Chief Executive Officer at Organon & Co.","Good morning, everyone, and thank you, Jen. Welcome to today's call where we'll talk about our second quarter 2023 results. Our revenue for the second quarter was $1.6 billion, up 4% at constant-currency compared with the prior year period. In the second quarter, our Women's Health and Biosimilars franchises grew double-digits, while our Established Brands franchise achieved flat performance again demonstrating its continued stability. Adjusted EBITDA was $530 million, representing a 33% margin.

Turning to the full year. Given our current view of foreign currency exchange rates, we narrowed our guidance range on revenue from $6.15 billion to $6.45 billion to now $6.25 billion to $6.45 billion, which raises the midpoint of the revenue range by $50 million. We also raised the lower end of our adjusted EBITDA guidance based on our latest visibility into potential milestone payments. The new range of the full year is 31.5% to 33%, a quarter of a percentage point higher at the midpoint compared with prior guidance.

Now let's review the quarter in greater detail, beginning with Women's Health. Women's Health grew 10% on a constant currency basis, primarily driven by 12% growth in Nexplanon. Performance of Nexplanon in the U.S. was particularly strong this quarter with revenue growth of 19%. This reflects a 5% increase in U.S. physician demand and increase in distributor inventory as well as the benefit of our pricing action in the third quarter of 2022.

Year-to-date Nexplanon is up 6% outpacing the large market, which grew 3% over the same period. We expect continued demand growth in the United States, especially with the more than 35,000 healthcare professionals currently prescribing Nexplanon. We also expect increasing demand outside the U.S., especially in Latin America, in countries like Brazil and Argentina, as well as in Asia in countries like Thailand and the Philippines. We continue to believe that Nexplanon will achieve $1 billion in revenue by 2025 and we expect Nexplanon to be a significant contributor to growth for the coming years.

Continuing our discussion on Women's Health, fertility was up 17% at constant currency. As we have discussed, China and the U.S. are large fertility markets and together represent more than half of our current fertility business. During the second quarter, we saw significant growth in China where there was a post-COVID rebound as patients returned to clinics for treatment. We have a very positive outlook for the fertility business in China for the remainder of the year.

In the U.S., the fertility market is growing and remains an attractive business for Organon. We're seeing increasing demand from our existing customer base, but also since spin, we've worked to improve the consistency and reliability of our supply chain, which has allowed us to win incremental business from existing customers and to expand into new accounts in the reimbursed market. Demand is very strong in the U.S. market and we believe volume will continue to offset a competitive pricing environment. Over the intermediate-term, we believe our global fertility business can grow in the high single-digit to low double-digit range in line with our expectation for 2023.

Wrapping up on Women's Health is the JADA System, our device for postpartum hemorrhage. Year-to-date, revenue from JADA has more than doubled, albeit off a small base and is fast approaching a threshold where it will start to disclose its revenue in our product table. During the second quarter, we added more than 300 new accounts. We are now in over 100 of the 150 largest birthing hospitals in the U.S. and more than 28,000 mothers have been treated with JADA since launch. The enthusiasm around JADA is palpable and ranges from a rising profile in scientific journals like the RUBY Study's upcoming publication to healthcare professionals taking to social media to talk about the product. Overall, we are feeling very good about the future prospect for JADA.

Moving now to our biosimilars business where today I'll focus my discussion around our U.S. launch of Hadlima, our biosimilar for Humira. Since launch, all major wholesalers have placed orders for Hadlima. We're encouraged by our early traction as Organon is emerging as one of the few players earning spots on formularies and winning orders. In approaching the launch of Hadlima, we were very intentional in our market positioning and segmentation. Our pricing strategy focuses on simplicity. It was a deliberate choice and design so that the savings to the healthcare system would be more transparent. We priced Hadlima to enable access and to bring the economic benefits of biosimilars directly to the patients. We believe this is where we can offer the highest utility to patients.

For example, here we're showing the two PBMs who have so far announced their formulary listings, Optum Rx and Express Scripts. You can see where Organon has already been able to secure access within both PBMs outside of our national formulary listings. In the case of Optum Rx, we have secured more than half of the lives through UnitedHealthcare. In the case of Express Scripts between Sigma and Prime Therapeutics, we've secured about a third of the lives. Prime Therapeutics is the fourth largest PBM. Health plans of Prime include some of the largest Blue Cross, Blue Shield plans in the nation. Many of these health plans are the dominant player in their respective states and for both Optum Rx and Express Scripts, we remain active in discussions for the custom health plan business.

While we're very encouraged by the access we've secured so far, access alone does not guarantee success and access doesn't necessarily mean the patients will get the product. This is why our strategy is expressly focused on customers that are not dependent on rebates, but rather the providers in the market who are focused on bringing the savings of biosimilars to the patients and we're not done. The market is still evolving. Decisions from PBMs and insurers are still forthcoming. Product attributes will be a key in continuing to unlock opportunities. We continue to believe Hadlima is positively positioned when it comes to its product attributes. For example, our pen design received an arthritis foundation designation, which recognizes products that make life easier for those living with arthritis and other functional limitations.

We also developed a Hadlima For You patient support program that features comprehensive resources, including a co-pay program and dedicated nurse coaches who engage with patients throughout their treatment journey. One of the most important differentiators for Hadlima is the five years of real world evidence, covering tens of thousands of patients that we have collected from Samsung's launch in Europe and from our own launches in Canada and Australia. This data should give great confidence and comfort to prescribers and patients alike. And we continue to move forward with our collaborator Samsung on the interchangeability designation. We recently announced that the Phase IV study had reached its primary endpoint, which puts us on the track for summer of 2024 approval.

And finally, our product formulation is high concentration, citrate-free, aligned with the most prescribed formulation of the originator, a product that can create a frictionless experience for a patient is the best way to drive pull-through. That is what gives patients a better comfort level and will influence physician prescriptions. The U.S. healthcare system needs biosimilars to be successful. They fill a significant gap in more affordable options for some of the most chronic diseases people face. We're proud of our market positioning and pricing. We're very pleased and encouraged by the signals we are getting so far and we believe we'll be able to secure further access as this market continues to develop.

Rounding out the top line discussion, let's move on to Established Brands. Year-to-date, the Established Brands franchise has grown 1% ex exchange as 2% volume growth has offset a 1% decline in price across the portfolio. Since launch, we've encountered skepticism around how a portfolio of all patent brands can demonstrate that kind of continued stability. There are several reasons and over the next few quarters, we will highlight a few of them in detail. Last quarter, we talked about manufacturing optimization for NASONEX and ATOZET to meet increasing demand resulting from heightened promotional activity.

Today, I'll focus on our strategic approach to pricing. In some lower priced markets, lawmakers are backing policies that propose to raise originator and generic prices hoping to draw manufacturers back into the market and cure ongoing supply issues. This is true in select EU markets such as Germany, France and Sweden, as well as some APAC markets like India and Australia. Where this isn't the case, we have worked with policymakers to demonstrate how investments are important to ensure access to reliable and high-quality manufactured products.

Further, we've been able to selectively increase our list price in many markets subject to meeting certain conditions. An example is our LAMERA region where currency devaluation and inflation provided a basis for allowed price increases in a number of countries. Beyond increasing list rights, we've also scrubbed the channel for commercial and trade discount improvements. As we continue to look at this portfolio, we are identifying opportunities that gives us greater confidence that the five year CAGR for this franchise will be relatively flat on a constant currency basis.

This June, we entered into our third year as a stand-alone company, thanks to the hard work of our people around the world and their commitment to our vision and business. Each of our franchises are performing as good as or better than we thought they would. Importantly, we have grown our pipeline since launch and have added eight assets to our portfolio, which includes some very interesting molecules in the early stages of development. This investment is key so that over time, Organon evolves into a pharma company with a regular cadence of catalysts and an accelerating growth rate. In our first two years as a company, we continue to build a track record of good operational results while also laying the groundwork for a successful future.

I'll turn it over to Matt now to talk more about the solid results of the second quarter in more detail."
"4","Matthew M. Walsh","Executive Vice President & Chief Financial Officer at Organon & Co.","Thank you, Kevin. Beginning on Slide 9, let's walk through the drivers of our 4% constant currency revenue growth in the quarter. Starting with the impact of loss of exclusivity. LOE was negligible in the second quarter as it was in the first quarter and the small amount that we have realized year-to-date was related to generic competition for NuvaRing in the U.S. In the second quarter, we had about a $25 million impact from VBP in China related to last year's implementation of Round 7 that included our cardiovascular product, EZETROL, which is sold as ZETIA in some markets outside of China. Year-to-date impact from VBP is about $50 million, which is tracking to our expectations for the year.

Moving across the price. We saw approximately $30 million of price erosion in the quarter. As Kevin mentioned, through various initiatives, we have been able to do a bit better on stemming price erosion in Established Brands, but given the nature of biosimilars, we will see pricing pressure in that franchise. Additionally, in the United States, we're attempting to gain share in fertility, especially in reimbursed markets, so we have to price our products competitively in that channel.

We continue to see strong volume increases across all of our franchises, about $115 million in the second quarter. About 60% of the volume growth came from our growth pillars, biosimilars, Nexplanon, fertility, JADA and China retail. The remainder came from volume growth within Established Brands. The bar for Supply Other primarily represents revenue to Merck with the plus $5 million from this quarter bringing us to a level with our expectations six months year-to-date.

As we have advised in the past, this revenue stream is essentially a series of lower margin contract manufacturing agreements that have been declining since the spin-off and will continue to decline going forward. And finally, you can see the financial reporting headwind we had in foreign exchange translation, about 250 basis points for the second quarter, which is a function of more than 75% of our revenue being generated outside of the United States. Now this moderated from the first quarter when we saw a 450 basis point headwind and we expect the impact of FX translation to continue to moderate through the end of 2023.

Now let's turn to Slide 10 where we take a look at revenue by geography. The U.K. and region grew 6%, primarily related to growth in ATOZET and particularly in France, as well as growth in biosimilars in Canada where multiple provinces are executing a mandatory transition from originator drugs to biosimilars. Partial offsets in the quarter were mandatory price declines typical in Europe as well as supply constraints related to the market action on injectable steroids as we're steadily rebuilding supply chain inventories to our desired stocking levels.

The U.S. grew 6% in the quarter as a result of the strong performance across most of our key growth platforms, Nexplanon, RENFLEXIS, JADA and to a lesser extent fertility. Asia Pacific Japan declined 5% in constant currency in the second quarter, driven mainly by an unfavorable comparison to the very strong performance in the second quarter of last year when certain competitors in Japan were out of the market because they didn't receive GMP or good manufacturing practice certification.

Despite VBP, China grew 2% in the second quarter on a constant currency basis, driven by the COVID recovery in fertility and modest growth in the retail channel. Constant currency growth in the LAMERA region of 11% was mainly driven by solid contributions in women's health across contraception and fertility coupled with robust growth from our Established Brands products, primarily in cardiovascular. This was partially offset by supply constraints related to the first quarter market action for injectable steroids as we just mentioned in the U.K. and region.

The next few slides lay out our performance by franchise. Kevin covered the highlights very well in his opening comments and the details are provided in the supporting earnings materials. So I'll focus on topics that may be relevant to your modeling as we think about the remainder of 2023.

We'll start with Women's Health on Slide 11. A key volume driver in both Nexplanon as well as our fertility portfolio results from expanded access moving from traditionally out-of-pocket markets into the reimbursed segments. For example, in the United States, the Dobbs decision has driven an increase in demand from patients obtaining Nexplanon through providers under the 340B program, which is a more highly discounted channel. And in fertility, while volume demand is strong, we are trying to expand access into the reimbursed segments, which requires competitive pricing. Ex U.S., we've seen strong performance from fertility in LAMERA and also in China as patients return to the clinics post-COVID.

Turning to biosimilars on Slide 12. Kevin covered the U.S. Hadlima launch, which began on July 1, but I would also highlight that the second quarter was a very solid quarter for biosimilars, which grew 15% ex FX in the quarter and has grown 18% ex FX year-to-date. RENFLEXIS grew 20% in the quarter and is on track for its sixth consecutive year of annual revenue growth in the U.S. ONTRUZANT is weathering competitive headwinds in Europe and more recently in the U.S. But in the U.S., the team has been able to substantially grow volumes to offset competitive pricing dynamics.

Turning to Established brands on Slide 13. As Kevin mentioned, that franchise continues to demonstrate its durability. The team has been able to cover what was on a company-wide basis about a percentage point of revenue headwind from the market action on injectable steroids, DIPROSPAN and CELESTONE and we expect the Established Brands to be flat for the full year on a constant currency basis.

Now let's turn to key P&L line items on Slide 14. For gross profit, we are excluding from cost of goods, sold purchase accounting amortization and onetime items related to the spin-off, which can be seen on Table 4 in our appendix slides. Non-GAAP adjusted gross margin was 62.9% compared with 66.1% in the prior year period. The year-over-year decline in gross margins is primarily due to product mix and FX translation as well as inflationary cost pressures that impacted distribution and employee-related costs. Our adjusted EBITDA margin was 33% in the second quarter compared to 32.3% in the second quarter of last year. The increase in adjusted EBITDA margin was primarily a result of $97 million of IP R&D and milestones in the second quarter of last year where no such costs were incurred in the second quarter this year.

With regard to IP R&D. These milestones are subject to a great deal of uncertainty and are difficult to forecast. Based on our current view into the rest of the year, we do not anticipate any additional IP R&D payments in 2023 tied to current assets in the portfolio. That includes $25 million tied to the I&D acceptance for ebopiprant. Last quarter, we said that the I&D for ebopiprant could be filed as early as the second quarter of 2023. Since then, [Technical Issues] additional development work that's required to inform a clinical program for this asset. As a result, we currently do not have an updated date for filing the I&D and we'll plan to evaluate future development of this program as new data is available.

Non-GAAP adjusted net income was $336 million or $1.31 per diluted share compared with $319 million or $1.25 per diluted share in 2022. The year-over-year increase in net income was a result of higher adjusted EBITDA compared with the second quarter of 2022 as well as a tax benefit in the second quarter related to foreign earnings. This was partially offset by an increase in interest expense related to our variable rate debt.

Turning to our net leverage ratio on Slide 15. Reiterating comments I made on our last two earnings calls, I said that we would see upward pressure on our net leverage ratio through the third quarter, ultimately ending 2023 close to where it was at the start of the year. This is both a function of investments we've made to support our business development strategy that have an impact on our trailing 12-month EBITDA calculation as well as a debt figure that trues up immediately when the dollar weakens, because it increases the translated value of our euro-denominated debt on the balance sheet.

Turning to Slide 16. We provide a closer look at our cash flow. As a reminder, in 2022, we generated just over 75% of our annual cash flow in the second half of the year, and we expect this year to follow that same pattern. The biggest use of cash in the first half is working capital. There are a few items in working capital that are timing related and we expect to be absorbing cash in the first half of the year and then releasing it in the back half. That includes certain accruals, which for instance include annual incentives among others that represented about $110 million of that $440 million working capital use.

There's about $130 million use of cash related to a planned first half inventory build to support the growth of the biosimilars business, including the Hadlima launch and to achieve target fill rates across the portfolio. In addition, as inventory turns, the replenishment cycles reflect the impact of both inflation and foreign exchange on our purchased raw material and labor inputs. And if you're tracking our trade days of sales outstanding or DSO, you'd probably notice that metric ticked up by about five days this quarter and that was largely driven by strong sales in the month of June.

We believe we will revert back to our norm of about 65 days trade DSO during the second half of the year, which alone should improve working capital by about $100 million in the second half. So there are some very logical levers that will unwind a fair bit of this first half use of working capital use in the back half and that will drive us towards that approximately $1 billion of free cash flow before onetime costs on an annual basis for 2023.

Onetime cash costs related to the spinoff transaction are trending in line with our expectation of about $350 million for the full year 2023 and the single biggest component of separation costs relates to the implementation of stand-alone IT systems and the largest of which is our stand-alone SAP global single instance ERP system, which is scheduled for completion in the second quarter of 2024. Looking ahead, capex for PP&E of 3% to 4% of revenue remains a good range for forecasting purposes as we continue to deploy that capital into our internal manufacturing and packaging capabilities as well as our technology infrastructure to help drive cost efficiency and productivity.

Turning to revenue guidance now on Slide 17. Here, we bridge our expected revenue change year-on-year. Compared with our last guidance update, the biggest difference on this slide is the FX translation impact and that dynamic is improving. We're moving from an approximate $50 million to $100 million impact or a headwind of about 80 to 160 basis points to an approximate $0 to $50 million impact, representing an 80 basis point headwind on the high end based on where spot FX rates are today.

Accordingly, we're adjusting our guidance range for full year 2023 revenue from $6.15 billion to $6.45 billion to $6.25 billion to $6.45 billion consistent with the movements we've seen in foreign exchange. LOE impact has been minimal so far in 2023 and is primarily related to the continued impact of generics for NuvaRing in the United States. In the second half of the year, we still expect an approximate $50 million to $75 million impact related to the continuing erosion of NuvaRing, generic competition for ATOZET in Japan following recent LOE in that market, as well as a possible generic entrant for DULERA in the U.S. by year-end.

We now expect the annual impact from VBP to be in the range of $100 million to $125 million, an improvement from the bridge we showed last quarter. The VBP impact in 2023 will be driven mostly by EZETROL's inclusion in the implementation of Round 7 in November 2022 as well as the recent Round 8 implementation in July, which will include for Organon our REMERON and HYZAAR products.

We're raising our estimate of potential exposure to price erosion to $100 million to $150 million, which is about $25 million higher than our previous estimate. This is less about Established Brands, but rather is tied to my earlier comment around expanding access for Nexplanon and commercial strategies in fertility and U.S. biosimilars. We continue to expect approximately $500 million to $600 million of volume growth in 2023, unchanged from prior guidance with that growth coming from our multiple growth pillars, biosimilars, fertility, China retail, JADA and Nexplanon, as well as contributions from Established Brands.

Moving to the other components of guidance on Slide 18. We continue to expect adjusted gross margin to be in the low to mid-60% range. And in fact, the back half of 2023 gross margins should look much like what we saw in the second quarter. This is primarily due to product mix. The biosimilars franchise operates as a profit share model, so growth in that franchise from the U.S. launch of Hadlima will be unfavorable with the gross margin line. Additionally, the inflationary cost pressures we saw in the second quarter will persist through the remainder of 2023.

On operating expenses, our ranges for SG&A and R&D as a percentage of sales are consistent with what we laid out last quarter for our expectations for the full year and reflect continued investment in the business as we position it for future growth, but I would add that typically, our second half opex spending tends to trend a bit higher than the first half of the year. Operationally, all of these ranges are largely in line with the financial guidance we laid out back at the beginning of the year.

Consistent with our view that we no longer expect about $30 million of IP R&D in the remainder of the year, we are raising the bottom end of our adjusted EBITDA guidance by 0.5 percentage point, so the new range is 31.5% to 33%. We also expect to have some net favorability below the EBITDA line. Given the favorability on tax rate we had in the second quarter, we are lowering our estimate of our non-GAAP tax rate by about 150 basis points, which represents about $20 million of net savings in 2023. We increased our estimate of annual interest expense by $10 million due to the Fed's most recent rate hikes, but that's offset by a $10 million decrease in our estimate of depreciation for the year.

In summary, second quarter results represent solid execution against our expectations and guidance for the full year. Our businesses continue to deliver constant currency performance aligned with our long range targets. We're looking forward to the results from Hadlima's launch in the U.S. as well as the upcoming U.S. launch of XACIATO. Also important, we're starting to see moderation in the strength of the U.S. dollar, which bodes well for near-term reported results in terms of closer alignment between our reported results in U.S. dollars and our relatively stronger performance in local currencies.

With that, let's now turn the call over to questions and answers."
"5","Operator",NA,"[Operator Instructions] We'll go first to David Amsellem at Piper Sandler."
"6","David Amsellem","Analyst at Piper Sandler","All right, thanks. So I got a question on the capital structure. I think you've said in the past that you're looking to clean up some of the variable rate debt. So I just want to get some more color on how you're thinking about that? What that means for 2024? How you're thinking about interest expense? I know it's a little early, but just help us better understand your broader thinking. And then related to the cap structure is -- in terms of BD M&A, how do you sort of square the two goals of deleveraging and adding assets? And how are your -- how are you thinking about what to prioritize? Bearing in mind that it may not necessarily be an either or, but just give us your latest thinking. Thank you."
"7","Matthew M. Walsh","Executive Vice President & Chief Financial Officer at Organon & Co.","Okay. So I'll start with that one and we'll start with the debt piece. So just a reminder to investors that in the first quarter, the company did make a $250 million voluntary debt paydown of our variable rate debt. Given recent Fed increases, the cost of debt is now the most expensive debt in our debt stack. So as we look at future voluntary debt repayments, we'll certainly be focused on that. And when we think about the 75% of our free cash flow will be generated in the back half of the year, that will be a decision that we'll be looking at in the second half in terms of capital allocation, capital deployment, further reductions in that variable rate debt.

The second part of your question, David, is really integral to it because since the spin, we've been saying that we would be looking to bring a balance between growth -- external growth sourced through business development, M&A type capital deployment and balancing that against the near-term and certain benefits from debt reduction. And that's exactly what we've done to this point in time. We've deployed about equal amounts of capital to growth over the eight deals we've completed and about $450 million in total of voluntary debt repayments. And we expect to continue to do -- we expect to continue that strategy.

In terms of how we think about capital deployment in the BD program, the change in the interest rate environment, we've said this before as well has raised the bar on capital deployment through BD and causes us to think about opportunities that result in more near-term visibility into revenue and EBITDA accretion. So with those comments, Dave, I think we've addressed that question."
"8","David Amsellem","Analyst at Piper Sandler","Yeah. Thank you."
"9","Operator",NA,"We'll move next to Umer Raffat at Evercore."
"10","Umer Raffat","Analyst at Evercore ISI","Hi guys. Thanks for taking my question. I'm still trying to make up my mind on reading all the details of the quarter. I mean, clearly tracked ahead, but I know there are some one-timers in there as well. So could you lay those out? First, also, first, perhaps on the cholesterol franchise ex U.S. tracking ahead relative to whether the trade receivables build was specifically focused on those cholesterol meds. And secondly, also, what exactly drove such a big tax lowering?"
