"","speaker","title","msg"
"1","Operator",NA,"Good morning, and welcome to Procter & Gamble's Quarter-End Conference Call. Today's event is being recorded for replay.

This discussion will include a number of forward-looking statements. If you will refer to P&G's most recent 10-K, 10-Q and 8-K reports, you will see a discussion of factors that could cause the Company's actual results to differ materially from these projections. As required by Regulation G, Procter & Gamble needs to make you aware that during the discussion, the Company will make a number of references to non-GAAP and other financial measures. Procter & Gamble believes these measures provide investors with useful perspective on underlying business trends and has posted on its Investor Relations website, www.pginvestor.com, a full reconciliation of non-GAAP financial measures.

Now, I will turn the call over to P&G's, Chief Financial Officer, Andre Schulten."
"2","Andre Schulten","Chief Financial Officer at Procter & Gamble","[Technical Issues] today are Jon Moeller, Chairman of the Board, President and Chief Executive Officer; and John Chevalier, Senior Vice President, Investor Relations.

I'll start with an overview of results for fiscal year '23 and the fourth quarter. Jon will add perspective on our strategic focus areas and capabilities and we'll close with guidance for fiscal '24 and then take your questions.

Fiscal '23 was another very strong year. Execution of our integrated strategy continues to yield broad-based strong sales growth across categories and regions, strong earnings in the face of significant cost headwinds and continued strong return of cash to P&G shareholders. Organic sales for the fiscal year grew 7%, our second consecutive year of 7% organic sales growth and fifth consecutive year of 5% or better organic growth. Starting fiscal 2019, 5%, 6%, 6%, 7% and 7%. Growth was broad-based across business units, with all 10 of our product categories growing organic sales. Personal Health Care grew mid-teens. Feminine Care grew double-digits. Fabric Care, Home Care and Hair Care, up high-single-digits. Skin and Personal Care, Baby Care, Family Care and Grooming, each grew mid-singles. Oral Care grew low-single-digits.

Focus markets were up 5% for the year. And we delivered strong results in our largest and most profitable market, the United States, with organic sales growing 6% on top of a strong 8% growth comp in the base period. Greater China organic sales were down low-single-digits versus the prior year, with trends improving in the back-half as the market continues to slowly recover. Enterprise markets were up 15%, led by Latin America with 24% organic sales growth. E-commerce sales increased 7%, now representing 17% of total Company.

Our strategy, focused on driving market growth, is in turn driving share growth for P&G. All channel market value sales in the U.S. categories in which we compete grew approximately 7% in fiscal '23. P&G consumption grew ahead of fair share of category growth, driving modest value share growth and volume share, up 50 basis points for the year. We held global aggregate market share. 29 of our top 50 category country combinations held or grew share for the year. Importantly, the share growth is broad-based, seven of 10 product categories grew share globally over the past year.

Core earnings per share were $5.90, up 2% for the year, despite a 24 percentage point earnings growth headwind or a $1.38 per share from higher material costs and foreign exchange. On a currency neutral basis, core EPS were up 11%. Adjusted free cash flow productivity was 95%. We increased our dividend by 3% and returned over $16 billion of value to shareowners, $9 billion in dividends and $7.4 billion in share repurchase.

Moving to the April to June quarters. Organic sales grew 8%. We've now delivered seven consecutive quarters with 5% or better organic sales growth. Pricing contributed 7 points to organic sales growth, mix was up 2 points, volume declined 1 point, improving sequentially versus the March quarter as expected. These strong Company results are grounded in broad-based category and geographic strength. Each of our 10 product categories grew organic sales in the quarter. Skin and Personal Care, Personal Health Care, Home Care, Feminine Care and Family Care, five of our 10 categories, each grew double-digits. Baby Care, Hair Care and Grooming grew high-singles, Fabric Care grew mid-singles and Oral Care was up low-single digits.

Each of our seven regions grew organic sales, with focus markets up 7% and enterprise markets up 13% for the quarter. Organic sales in the U.S. grew 6%. Importantly, this includes 3 points of volume growth, a return to positive volume in our largest market for the first time in five quarters. Greater China organic sales grew 4%. We continue to see sequential market recovery, but as expected, at a slow pace. European focus market organic sales were up 12%, despite volume pressure from wider pricing gaps. In enterprise markets, Latin America led the growth with organic sales up 22%. Global aggregate market share increased 10 basis points. 29 of our top 50 category country combinations held or grew share for the quarter.

On the bottom-line, core earnings per share were $1.37, up 13% versus the prior year. On a currency neutral basis, core EPS increased 22%. Core operating margin increased 190 basis points as benefits from strong sales growth and productivity improvements more than offset higher material costs, foreign exchange headwinds, wage and benefit inflation and reinvestment in higher media reach and frequency. Currency neutral operating margin increased 310 basis points. Adjusted free cash flow productivity was 136%. We returned approximately $2.3 billion of cash to shareowners in the quarter.

In summary, we met or exceeded each of our going-in target ranges for the year: organic sales growth, core EPS growth, free cash flow productivity and cash return to shareowners. Strong performance again this year in a very difficult operating environment.

Now, I'll pass it over to Jon."
"3","Jon R. Moeller","Chairman of the Board, President and Chief Executive Officer at Procter & Gamble","Thanks, Andre. I want to talk briefly about this Company, it's strategy and our organization, both as a snapback reflection on what's been accomplished and as a glimpse forward into what's possible.

Three quick reflections looking back. First, Pre-COVID, during COVID and since COVID, pre-inflation and since inflation, consistent strong topline growth across categories and geographies; core earnings per share growth, each of the last five fiscal years; consistent cash return to shareowners. Our strategy has sustained us through all of this. Second lookback in the past two years, nearly half of our earnings wiped out by commodities, transportation and foreign exchange headwinds. Yet, we still grew earnings per share in each of those years, while delivering 7% organic sales growth each year; increasing investment in innovation, brand building and growing markets; and growing market share in aggregate in the process.

As I said last quarter, if you told me four years ago that we would grow topline and bottom-line and deliver strong cash return to shareowners through a global pandemic, with employees challenged to get to the workplace and the context of a war in Europe, major disruption in global supply chains, rapidly escalating costs, the highest consumer inflation in 40 years and fundamental shifts in consumer behavior and channel relevance, it would have been hard to agree. But that's exactly what this team has done. Over the last five years, they've added over $15 billion in incremental sales, growing our share of the global market, growing core earnings per share by 40% and returned over $80 billion of cash to shareowners.

Two more granular examples, testing both strategy and execution in some of the harshest conditions. Latin America, significant devaluation across all major currencies. Inflation in Brazil peaking above 12%, 9% in Mexico, over 70% in Argentina. Despite this, our team has delivered three consecutive years of U.S. dollar sales growth: mid-teens in fiscal '22 and mid-20s this year. Market share growth on both the value -- excuse me, volume and value basis, nearly 30% profit growth this year in dollars, over 50% on a local currency basis. One more test, Turkey, over the past two years, the lira has devalued more than 300%. We've had to take multiple ways of significant pricing. Still, the strength of our strategy and its execution by the organization has enabled us to grow dollar sales, grow volume, sequentially improve market share and maintain profitability in the market.

As you all know, past performance is no guarantee of future results and certainly, no excuse to stand still, quite the opposite. There will be bumps in the road ahead. We are still navigating through plenty of challenges right now. Each of these lookbacks, though, gives us confidence in the effectiveness of the strategy, grounded in and focused on consumers and an appreciation for the capability of our talented, creative, agile and committed organization. Our integrated strategy, a focused portfolio of products in daily use categories where performance drives brand choice, superiority through innovation across the five vectors of product, package, brand communication, retail execution and value, holistically defined; leveraging that superiority to grow markets and our share in them to jointly create value with our retail partners; productivity to offset cost challenges, while funding investments in innovation and brand-building and market growth.

We've reaccelerated productivity back to pre-COVID levels with an objective for gross savings and cost of goods sold of up to $1.5 billion before tax. We have line of sight to savings from improved marketing productivity, more efficiency and greater effectiveness, avoiding excess frequency and reducing waste. Constructive disruption of ourselves and our industry to adapt and create new trends and technologies and capabilities, that often extend our competitive advantage. And an organization structure that's increasingly more empowered, agile and accountable. An increasingly diverse organization, now with 50% female representation in manager roles across the world.

We're strengthening the execution of our strategy in four focus areas. First, with Supply Chain 3.0, we're driving improved capacity, greater agility, flexibility, scalability, transparency and resilience along with greater productivity. We recently launched a platform of supply chain services to enable best-in-class service and streamline the end-to-end supply chain. These initiatives have been very well received by retailers. Our next step to drive joint value creation with retailers is to simplify our SKU portfolio to improve the shopping experience, increase on-shelf availability and further streamline supply for the entire ecosystem. Higher quality, more transparency, increased supply assurance and higher on-shelf availability of our products, each improves superiority with consumers and improves what is already the top-ranked supply chain by our retail partners and third-party industry surveys. All of this is a huge value creation opportunity for P&G and our retail partners.

Next focus area, environmental sustainability to create superior propositions for consumers, customers and shareholders, while improving our environmental impact; reducing the footprint of our operations; enabling consumers to reduce their footprint; and innovating to deliver cross-industry solutions for some of our most pressing challenges. Our third digital acumen, leveraging data and digitization to delight consumers, streamline the supply chain, increase quality, drive productivity, all driving shareholder value. And fourth, a superior employee value equation for all genders identities, races, ethnicities, sexual orientations, ages and abilities for all roles to ensure we continue to attract, retain and develop the best talent.

At the end of the day, P&G serves people with a strong desire to improve their lives and the lives of their families. We stand by people and support them in small but meaningful ways every day with superior performing products, superior value. We strive to do this in the most responsible way, consistent with P&G's values and principles. This approach, with consumers at the center and an organization built to serve them, has served us and our many stakeholders well. It will guide our actions as we move forward. If we do this effectively, consumers benefit, customers will grow their businesses, employees will develop and thrive, society will benefit and shareholders will continue to be rewarded for their investment, not measured by a quarter or even a year but over time.

I believe in this Company, in our organization, its capabilities and in the commitment of P&G people to serve consumers. I'm excited about what lays ahead. Of course, I have my worries and concerns, and will continue to face challenges and some dark days and nights. But the future in general holds great promise. We'll continue to be guided by our purpose, values and principles, and relentless execution of our strategy to move forward to an ever brighter dawn. P&G celebrates its 186 anniversary this year. I believe we have an even stronger hand to play today than we've had historically.

With that, I'll hand it back to Andre to outline our guidance for the new year."
"4","Andre Schulten","Chief Financial Officer at Procter & Gamble","Thank you, Jon. As we've said in each guidance outlook for the past three years, and as Jon indicated, we will undoubtedly experience more volatility in the fiscal year ahead. And while supply chains and input costs have become more stable as we enter fiscal '24, the challenges we face are multifaceted: economic, geopolitical and societal, putting pressure on consumer confidence and household budgets. We navigate these challenges with our dynamic integrated strategy, guided by consumers with every step. Based on current spot prices, we estimate commodities will be a tailwind of around $800 million after tax in fiscal '24. Foreign exchange rates continue to be a headwind. And based on current rates, we now expect a $400 million after tax impact. We still face above normal levels of wage and benefit cost inflation in our cost structure and higher costs for third-party services. In addition, we expect the below-the-line impact from higher net interest expense to be roughly $200 million after tax earnings headwind.

With this context, I'll move to the key guidance metrics. We expect global market value growth in our categories to moderate back towards the range of around 4%, with the drivers of market growth normalizing as we move through the year, pricing becoming less of a driver and volume returning to modest growth. With the strength of our brands and commitment to keep investing in the business, we continue to expect to grow above underlying market levels, building aggregate market share globally. This leads to guidance for organic sales growth in the range of 4% to 5% for fiscal '24.

On the bottom-line, we expect EPS growth in the range of 6% to 9% versus fiscal year '23 EPS of $5.90. This guidance equates to a range of $6.25 to $6.43 per share, $6.34 or up 7.5% at the center of the range. With a 3 point headwind from foreign exchange, this outlook translates to 9% to 12% EPS growth on a constant currency basis. We expect adjusted free cash flow productivity of 90% for the year. This includes an increase in capital spending as we add capacity in several categories. We expect to pay more than $9 billion in dividends and to repurchase $5 to $6 billion in common stock, combined, a plan to return $14 to $15 billion of cash to shareowners this fiscal year.

So, topline, bottom-line and cash guidance for fiscal '24, all consistent with our long-term algorithm. This outlook is based on current market growth estimates, commodity prices and foreign exchange rates. Significant additional currency weakness, commodity cost increases, geopolitical disruptions, major supply chain disruptions or store closures are not anticipated within the guidance ranges. These guidance ranges also do not assume a further reduction in commodity and material costs versus current levels. If this should occur, it will generate greater flexibility to invest more in value accretive innovation and marketing opportunities.

With that, I'll hand it back to Jon for his closing thoughts."
"5","Jon R. Moeller","Chairman of the Board, President and Chief Executive Officer at Procter & Gamble","We're very pleased with the strong results P&G people have delivered in a very challenging operating costs and competitive environment over the last five years. Excellent execution of an integrated set of market constructive strategies, delivered with a focus on balanced top- and bottom-line growth and value creation. We continue to believe that the best path forward to deliver sustainable, balanced growth is to double down on the strategy, starting with the commitment to deliver irresistible superior propositions to consumers and retail partners.

With that, Andre and I will be happy to take your questions."
"6","Operator",NA,"[Operator Instructions] And our first question will come from Bryan Spillane of Bank of America. Please go ahead."
"7","Bryan Spillane","Analyst at Bank of America Securities","Hey, thanks, operator. Good morning, everyone. So, my question is, revenue rebalancing is a real focus for retailers and I guess for you all as well as we kind of look into '24. So, maybe can you provide some color on how profitable approach this and its 24 operating plan, maybe comment on, I know, we've been getting questions, comment maybe on level of investment up or down, the mix between spending at the top of the P&L versus the middle of the P&L, and maybe if there are any segments, geographies that require more intention than others? But again this is a -- it's a big issue and just kind of really want to get some color in terms of how you all approached it as you went into '24."
"8","Andre Schulten","Chief Financial Officer at Procter & Gamble","Yeah, morning, Brian. I'll start. Look our strategy is to grow categories. And that is the same strategy we'll execute in fiscal '24, and that means growing categories across volume and value. I think we take great comfort in the U.S. results, where we already see volume growth in quarter four of 3%, which is half of the growth we saw in the quarter of 6% in terms of sales.

Driving volume and value category growth in our mind is best done via innovation and by driving superiority across the five vectors that we have defined, product, package, communication, go-to-market and value. And we see plenty of opportunity across all categories to drive household penetration, drive usage occasions, drive new jobs to be done, with all physical and mental levers that are available to us. So, we'll continue to invest in that direction. We have plenty of innovation that is doing just that. Just to give you a few examples. If you look at China, Safeguard China is the Number 1 PCC brand, and Detox Body Wash which is two times the market average price, has almost doubled in fiscal '23 and we'll continue to build on that strength by driving better awareness and even more awareness on that brand.

In Europe, Ariel four-chamber unit dose and the ECOCLIC packaging, very strong results contributed to more than 20% sales growth in quarter four. And again, we're just starting, that provides plenty of opportunity to continue to drive market growth. We just launched Cascade Platinum Plus, no pre-wash, no re-wash, and again, it's contributing to category growth and category share growth for us. So, plenty of opportunity to drive.

As to the balance between above the line, below the line, it's hard to grow categories and volume and value with promotion. So, we tend to focus on innovation, superiority and communication investments. When we promote, we would like to do it in a strategic way. So, that means driving regimen, for example, combining laundry detergent and fabric enhancers, so a high penetration, lower penetration category, so that we overall build business for our retail partners and for ourselves.

Generally, the promo environment continues to be relatively stable and we have no interest in changing that current dynamic."
"9","Jon R. Moeller","Chairman of the Board, President and Chief Executive Officer at Procter & Gamble","Yeah. I would just offer a couple of thoughts, Brian, in addition to what Andre said. Pricing isn't going away in the absolute, it is linked to innovation and we have a very strong innovation pipeline as Andre partially described. If you look-back historically, pricing has been a positive contributor to our topline growth for something like 48 out of 51 of the last quarters. And again, as we strengthen our innovation program even further, that will provide opportunities to continue to benefit from modest pricing.

The second thing just to be aware of, and Andre mentioned it, when you have a strong innovation program, it compels consumers to try even better-performing products, which typically involves a mix benefit. So you're going to have some amount of pricing going forward, you're going to have some amount of mix, which you saw, for instance, in the last quarter. Volume, the trend, is very encouraging, as Andre said, both on a global aggregate basis. Two quarters ago, volume was minus six, last quarter minus three, this quarter minus one. And as Andre said, we fully turned the corner and are growing volume at very healthy levels in our largest market.

We also have -- we will benefit from capacity investments that we're making. Currently, we have several categories in the U.S., for example, where we're currently on allocation on certain forms. And freeing up that capacity to fully serve demand of both retailers and consumers will help as well. So, those are just some additional points to consider as you think about this question."
"10","Operator",NA,"The next question comes from Steve Powers of Deutsche Bank. Please go ahead."
